VOL_MEAN,PET_MEAN,PET_KLASSE,LEITBAHN,BEWERTUNG,SHAPE.AREA,SHAPE.LEN
820.2,35.69,sehr geringe Qualität,0,sehr hoch,247.26386166,70.1607565927515
958.52,39.94,sehr geringe Qualität,0,sehr hoch,597.54385044,484.977353104257
944.08,32.59,geringe Qualität,0,sehr hoch,446.51713218,96.4710993510483
1285.88,39.87,sehr geringe Qualität,0,sehr hoch,45.14174836,33.623137400565
1321.38,40.3,sehr geringe Qualität,0,sehr hoch,50.45368648,37.3966879803444
0,41.14,sehr geringe Qualität,0,sehr hoch,16.1875465,16.1968706997914
494.46,40.18,sehr geringe Qualität,0,sehr hoch,402.06795278,112.279410260041
507.69,33.87,geringe Qualität,0,sehr hoch,950.45798132,193.611191979644
455.5,40.74,sehr geringe Qualität,0,sehr hoch,34.22351,32.6139481652944
622,39.15,sehr geringe Qualität,0,sehr hoch,64.90537664,36.9147706040229
456.5,28.72,mässige Qualität,0,sehr hoch,327.09791402,133.476316822895
713.56,40.21,sehr geringe Qualität,0,hoch,129.10726162,90.5737844573697
614.04,39.38,sehr geringe Qualität,0,hoch,347.55858342,98.141181918243
897.5,41.13,sehr geringe Qualität,0,sehr hoch,73.35102478,36.689925657913
1148.96,39.84,sehr geringe Qualität,0,hoch,213.12953918,74.0754377958959
1139.11,30.13,geringe Qualität,0,hoch,729.29188288,108.572910823982
1129.5,32.2,geringe Qualität,0,hoch,39.3129351,29.4642386744841
992.39,19.87,hohe Qualität,0,hoch,209.1940435,126.907040262589
1000.1,30.46,geringe Qualität,0,hoch,307.84430474,101.9146166676
917.37,22.93,hohe Qualität,0,mittel,693.52967924,207.060954835023
798.17,18.82,hohe Qualität,0,mittel,15103.54171628,545.732538264593
726.82,18.14,hohe Qualität,0,mittel,1998.00580394,398.140065541491
465.4,19.08,hohe Qualität,0,mittel,47531.03836036,1014.53691354942
1229.49,33.32,geringe Qualität,1,sehr hoch,3492.2572618,257.372893567568
1137.06,31.75,geringe Qualität,1,sehr hoch,3329.49058782,484.17530318648
1451.37,29.89,geringe Qualität,0,hoch,302.33782914,208.729414221174
1279.39,32.51,geringe Qualität,1,sehr hoch,926.71412146,270.791363284694
771.43,18.99,hohe Qualität,0,mittel,97028.96284356,1910.10808753542
389.75,38.99,sehr geringe Qualität,0,sehr hoch,124.4619309,64.2510263087381
400.13,32.55,geringe Qualität,0,sehr hoch,571.071694,143.306537681208
1064.53,35.74,sehr geringe Qualität,1,sehr hoch,248.0861091,118.784292029854
1161.63,34.93,geringe Qualität,1,sehr hoch,62.86018176,36.8741798318559
960.7,33.68,geringe Qualität,1,sehr hoch,669.91835102,143.590451728577
1154.71,33.41,geringe Qualität,1,sehr hoch,162.52176068,60.9450288494187
1345.38,28.45,mässige Qualität,1,sehr hoch,1864.47896566,216.03205752247
1097.34,33.34,geringe Qualität,0,hoch,1119.07808194,149.502565726407
1203.25,31.68,geringe Qualität,0,hoch,159.355315,62.3309805519258
1012.78,33.33,geringe Qualität,0,gering,757.12641192,192.365608389189
0,35.81,sehr geringe Qualität,0,hoch,23.2392933,25.0296704907567
1153.13,20.62,hohe Qualität,0,hoch,49010.98608372,1298.0229060823
611.44,38.59,sehr geringe Qualität,0,sehr hoch,560.04928516,126.654956257301
531.83,39.03,sehr geringe Qualität,0,sehr hoch,31.9492097,39.9564967949974
547.25,35.22,sehr geringe Qualität,0,sehr hoch,178.0381259,58.7354764775434
758.5,39.37,sehr geringe Qualität,0,sehr hoch,32.19729942,40.1841894320282
803.81,38.93,sehr geringe Qualität,0,sehr hoch,241.56352596,208.55125854612
732.03,39.43,sehr geringe Qualität,0,sehr hoch,385.66405764,101.950129547484
821.04,38.75,sehr geringe Qualität,0,sehr hoch,558.44183802,298.381222455469
950.24,33.38,geringe Qualität,0,sehr hoch,7060.28380644,892.094644342805
151,39.11,sehr geringe Qualität,0,hoch,10.8979575,13.5120627205531
178.22,38.74,sehr geringe Qualität,0,hoch,244.03785312,67.7125565385453
131.46,32.57,geringe Qualität,0,sehr hoch,4079.76107588,466.431730104807
128.37,35.52,sehr geringe Qualität,0,sehr hoch,2755.78778474,596.934008656913
290,38.9,sehr geringe Qualität,0,sehr hoch,22.47068826,48.467649994477
418.38,38.19,sehr geringe Qualität,0,sehr hoch,8864.3449065,415.487881363741
458.32,34.42,geringe Qualität,0,sehr hoch,1940.30056812,263.395941340411
113.8,34.11,geringe Qualität,0,gering,367.31104126,135.115061919924
118.72,34.01,geringe Qualität,0,gering,1445.01925156,279.530737673303
155.58,32.26,geringe Qualität,0,gering,1148.16522918,123.31517418615
193,33.34,geringe Qualität,0,gering,65.68115372,36.8753071033052
235.28,30.88,geringe Qualität,0,gering,434.31092412,88.4557878153409
188.5,35.72,sehr geringe Qualität,0,hoch,146.56418412,153.625001940426
111.25,40.3,sehr geringe Qualität,0,sehr hoch,52.4358061,60.5301378098332
121.25,41.89,sehr geringe Qualität,0,sehr hoch,150.3921417,48.3211721592731
325.62,32.96,geringe Qualität,0,sehr hoch,2684.40490972,245.852163576996
226.69,34.14,geringe Qualität,0,gering,84.22179642,89.4219361314856
1216.49,25.76,mässige Qualität,0,sehr hoch,3223.39242186,696.298036727555
987.75,31.32,geringe Qualität,0,sehr hoch,77.35691182,82.6329221035777
810.5,29.98,geringe Qualität,0,sehr hoch,14.910763,15.4516225117002
973.55,34.22,geringe Qualität,0,sehr hoch,406.01413048,306.428777693906
1454,35.75,sehr geringe Qualität,0,sehr hoch,54.62823004,32.9175631698869
1811.5,36.6,sehr geringe Qualität,0,hoch,258.73019238,82.7312600494058
1812.6,36.63,sehr geringe Qualität,0,sehr hoch,1819.90883592,242.519152687068
1516.25,40.43,sehr geringe Qualität,0,sehr hoch,54.08220352,29.0408095875578
1890.29,35.14,sehr geringe Qualität,0,sehr hoch,6907.23471666,462.148500834644
1893.71,26.67,mässige Qualität,0,hoch,814.72520066,121.635593160843
1990.5,35.61,sehr geringe Qualität,1,sehr hoch,359.78069324,112.624957391338
2148.86,31.55,geringe Qualität,0,sehr hoch,4645.65901582,1068.275706357
2285.12,33.24,geringe Qualität,1,sehr hoch,1338.37253558,255.24542837209
1666.25,28.2,mässige Qualität,0,hoch,9129.75398144,450.823244274608
1259.35,21.72,hohe Qualität,0,hoch,3476.97795812,238.079533327931
1322.03,33.03,geringe Qualität,0,hoch,1972.1460077,355.116035342113
1456.68,24.71,mässige Qualität,0,mittel,1478.46523556,240.069248856511
1273,25.2,mässige Qualität,0,mittel,104.67613204,161.580481968186
1225.95,26.55,mässige Qualität,0,gering,597.80229794,243.708949173339
1264.08,33.82,geringe Qualität,0,gering,4386.27358594,410.695393819319
1473.25,39.52,sehr geringe Qualität,0,hoch,43.32283324,30.6516686144424
1371.75,35.2,sehr geringe Qualität,0,hoch,670.67271564,103.217585008739
2215.7,33.87,geringe Qualität,1,sehr hoch,777.08360924,216.29739590327
1917.75,31.58,geringe Qualität,1,sehr hoch,39.62327268,72.0960545761547
0,34.97,geringe Qualität,1,sehr hoch,29.32690706,137.084718303187
1349.53,29.48,geringe Qualität,0,hoch,2424.42166792,213.011583521567
1229.83,34.05,geringe Qualität,0,hoch,64.50094122,68.4936903748199
2227.14,30.13,geringe Qualität,1,sehr hoch,120.02836182,100.250872346983
1431.98,27.86,mässige Qualität,0,hoch,3147.54463906,302.578389198235
1474.88,31.79,geringe Qualität,0,hoch,65.5360358,35.6984627305155
1625.24,19.93,hohe Qualität,1,sehr hoch,6544.33086426,430.132148755135
1317.44,22.75,hohe Qualität,0,hoch,3417.0362318,249.891997341302
642.56,37.94,sehr geringe Qualität,0,hoch,1699.48090308,182.115581499463
745.84,29.09,geringe Qualität,0,gering,24784.54918522,685.394668566331
750.08,33.6,geringe Qualität,0,gering,3411.53134152,235.667342305398
376.58,19.54,hohe Qualität,0,mittel,26350.76166524,759.565361630294
645.46,21.96,hohe Qualität,0,gering,409.16250632,503.032296487992
619.21,19.38,hohe Qualität,0,mittel,3095.14210372,271.177638631485
519.54,18.44,hohe Qualität,0,mittel,32741.03461474,962.663967611741
475.77,18.15,hohe Qualität,0,mittel,2895.79060788,264.628741710119
948.84,34.38,geringe Qualität,0,hoch,551.93788428,119.728360378976
1622.08,22.98,hohe Qualität,0,hoch,41.727924,48.4402663285162
780.24,30.47,geringe Qualität,0,sehr hoch,1766.49371812,289.487692076686
874.58,39.05,sehr geringe Qualität,0,hoch,331.64528388,135.522958359772
507.25,34.26,geringe Qualität,0,sehr hoch,55.82691632,72.6761777546134
771.16,32.82,geringe Qualität,0,hoch,4004.97898516,408.409809723032
929.25,37.9,sehr geringe Qualität,0,hoch,97.13778268,36.8629116593176
615.24,31.93,geringe Qualität,0,sehr hoch,2704.18909268,717.401328463263
766.32,32.57,geringe Qualität,0,sehr hoch,206.69533308,92.053476789949
806.81,33.12,geringe Qualität,0,sehr hoch,216.85692048,192.028028017217
806.35,33.44,geringe Qualität,0,sehr hoch,3055.3814676,1102.86573605789
466.09,35.58,sehr geringe Qualität,0,sehr hoch,343.4872577,154.669435462173
459.75,37.69,sehr geringe Qualität,0,sehr hoch,17.8919575,17.9097559652309
463.78,37.63,sehr geringe Qualität,0,sehr hoch,6166.52116946,331.992302686931
455.25,37.69,sehr geringe Qualität,0,sehr hoch,17.7803725,17.861140740947
444.16,34.67,geringe Qualität,0,sehr hoch,4186.73185452,454.931939240885
373.67,29.79,geringe Qualität,0,hoch,2687.7413115,323.053632257972
345.5,28.03,mässige Qualität,0,hoch,295.55444638,118.542305772741
1283.42,38.06,sehr geringe Qualität,0,sehr hoch,75.486645,36.6768593560071
1186.5,31.55,geringe Qualität,0,sehr hoch,237.64066476,71.9190333265821
0,31.42,geringe Qualität,0,sehr hoch,28.4683499,49.7973620097138
1110.5,30.97,geringe Qualität,0,sehr hoch,23.4848958,41.4479686837191
1137.63,25.55,mässige Qualität,0,sehr hoch,323.62697476,84.6746267633247
827.84,28.38,mässige Qualität,0,sehr hoch,1991.16557262,251.949292506411
691.67,30.95,geringe Qualität,0,sehr hoch,417.4640449,100.89587219298
965.09,27.65,mässige Qualität,0,sehr hoch,676.93607336,115.561713113394
1351.87,29.87,geringe Qualität,0,sehr hoch,680.94990696,121.875267610631
896.79,30.07,geringe Qualität,0,sehr hoch,1406.13061236,151.758332806464
993.75,32.9,geringe Qualität,0,sehr hoch,114.56625952,43.4445633472736
1886.33,24.5,mässige Qualität,1,sehr hoch,161.8710612,67.1793015838784
1727.6,28.55,mässige Qualität,1,sehr hoch,6903.03752154,732.200437503714
1262.63,38.2,sehr geringe Qualität,0,sehr hoch,111.15142802,106.021356581205
1631.5,25.47,mässige Qualität,0,hoch,27.53735436,39.1019749092461
2280.33,36.85,sehr geringe Qualität,1,sehr hoch,188.78607824,185.255841872236
2133.39,26.52,mässige Qualität,1,sehr hoch,2899.560186,218.92824311946
1343.22,32.74,geringe Qualität,0,hoch,1524.99669712,196.922612212979
0,35.75,sehr geringe Qualität,0,hoch,38.72998688,65.0602453602877
1798.69,30.22,geringe Qualität,1,sehr hoch,2923.75102494,299.145912667833
1842.5,34.89,geringe Qualität,1,sehr hoch,207.7668689,89.8431447618044
1742.61,19.92,hohe Qualität,1,sehr hoch,7264.53071264,510.189714138617
1536.01,28.4,mässige Qualität,0,hoch,953.77581602,330.252336234963
1523.04,30.66,geringe Qualität,0,hoch,1574.7105773,190.64781970407
1165.87,18.73,hohe Qualität,0,mittel,65362.12996454,1489.38461246581
1901.84,19.99,hohe Qualität,1,sehr hoch,135713.62665738,5226.21910096937
1309.61,19.75,hohe Qualität,0,hoch,2594.61875092,222.355821016599
1453.75,27.75,mässige Qualität,0,hoch,249.52583086,99.1621666195141
992.02,19.63,hohe Qualität,0,mittel,19437.78042488,684.432707845886
1393.3,19.22,hohe Qualität,0,hoch,1024.55294176,271.971324724929
1281.5,30.18,geringe Qualität,0,hoch,38.5147004,25.6174615516757
744.25,20.18,hohe Qualität,0,mittel,147.1196183,50.1974233082931
711.17,31.81,geringe Qualität,0,gering,427.63539636,88.5502472312945
1266.6,19.43,hohe Qualität,0,hoch,15371.13808718,605.553998558208
721.25,19.64,hohe Qualität,0,gering,54.97263394,35.3834834616933
691.55,20.24,hohe Qualität,0,mittel,402.88346088,280.47507183786
653.65,21.24,hohe Qualität,0,mittel,2857.21308964,296.182331394974
1113.5,21.06,hohe Qualität,0,mittel,325.97189244,86.6293840111274
625.25,33.8,geringe Qualität,0,gering,40.585931,36.9434026066025
629.9,29.06,geringe Qualität,0,gering,414.30235358,88.3704703192973
574.8,31.34,geringe Qualität,0,gering,821.07810558,271.233239521708
870,27.11,mässige Qualität,0,gering,48.431606,28.1409125778223
833.78,27.78,mässige Qualität,0,gering,10833.19500944,558.089096309412
378.6,27.58,mässige Qualität,0,gering,157.9326495,114.2198990404
507.87,29.13,geringe Qualität,0,gering,1574.7252852,380.945406599374
803,19.59,hohe Qualität,0,mittel,45.011874,29.7594202854156
189.85,33.28,geringe Qualität,0,gering,228.26716268,98.3533617450514
313.41,20.5,hohe Qualität,0,gering,261.50118098,108.351499389221
682.15,28.72,mässige Qualität,0,mittel,368.17770558,188.361251186678
530.25,35.41,sehr geringe Qualität,0,gering,16.5193377,20.817915777778
730.38,32.49,geringe Qualität,0,gering,202.33774732,107.779209764499
689.57,20.61,hohe Qualität,0,gering,184.75230564,55.4295019103971
625.28,19.88,hohe Qualität,0,mittel,8706.4606921,477.54661662391
722.56,26.44,mässige Qualität,0,gering,1217.81141718,232.433668457493
779.37,19.92,hohe Qualität,0,mittel,17257.37980412,664.930483394415
997.61,19.59,hohe Qualität,0,mittel,910.28498588,220.987587874375
460.38,23.16,mässige Qualität,0,gering,496.45384086,157.833049738195
544.5,32.07,geringe Qualität,0,gering,79.85853448,112.258262217161
529.66,27.69,mässige Qualität,0,gering,199.3453771,68.5298916929429
471.42,22.36,hohe Qualität,0,gering,9058.04683494,1180.81959693003
513.57,30.04,geringe Qualität,0,gering,341.44634188,182.483204717539
669.33,26.44,mässige Qualität,0,gering,86.8213565,64.7955625047878
0,31.74,geringe Qualität,0,gering,1.19192054,7.29670354164526
648.89,26.25,mässige Qualität,0,gering,518.20251164,352.923949034049
0,38.06,sehr geringe Qualität,0,gering,8.1222376,13.3730005063174
562.75,33.54,geringe Qualität,0,gering,39.9953793,24.9913313298424
0,39.07,sehr geringe Qualität,0,gering,8.2686727,14.4421161480336
618.5,20.01,hohe Qualität,0,hoch,34.15596438,23.3850940648328
849.25,24.74,mässige Qualität,0,hoch,82.3349357,41.4681711124359
460.19,37.72,sehr geringe Qualität,0,gering,221.410701,161.293651759401
881.97,28.63,mässige Qualität,0,hoch,1557.53522806,453.046140913442
741.54,22.38,hohe Qualität,0,hoch,2964.21117956,233.571660194468
1028.23,30.61,geringe Qualität,0,gering,505.79608814,124.354870807123
964.5,30.14,geringe Qualität,0,gering,84.93141362,47.9460695213746
788.31,33.67,geringe Qualität,0,hoch,114.0615293,51.0174709695563
610.41,36.85,sehr geringe Qualität,0,gering,516.4476029,242.399939232984
1281.5,31.99,geringe Qualität,0,hoch,8.260859,13.0721265201003
994.29,31.43,geringe Qualität,0,hoch,5618.05124258,525.262707157303
571.48,27.42,mässige Qualität,0,gering,596.71158162,208.803965349237
1234.19,22.99,hohe Qualität,0,hoch,220.03857464,137.803518604633
800.89,26.9,mässige Qualität,0,gering,4275.19967166,688.453885875001
1949.25,22.92,hohe Qualität,0,hoch,27.0842751,21.1061759008565
1972,23.11,mässige Qualität,0,hoch,32.9251356,134.909172345865
1955.46,25.88,mässige Qualität,0,hoch,10563.82574526,658.338439586613
1735.76,27.35,mässige Qualität,0,hoch,17215.51619614,669.424756223222
1581.5,26.09,mässige Qualität,0,hoch,40.81279592,127.474545037159
1657.83,24.49,mässige Qualität,0,gering,2068.61607932,299.552673933634
1529.57,28.28,mässige Qualität,0,hoch,1407.3866453,220.229100116571
1729.72,32.97,geringe Qualität,0,hoch,218.5182147,89.4954315694087
968.5,38.48,sehr geringe Qualität,0,hoch,54.43038598,47.4678190637984
972.77,31.95,geringe Qualität,0,hoch,363.6593378,85.3979471841717
1150.59,33.66,geringe Qualität,0,hoch,998.45701406,153.510379144212
1269.5,37.53,sehr geringe Qualität,0,hoch,176.1944175,58.7070676775552
1480.22,34.16,geringe Qualität,0,hoch,684.53922456,260.693124014489
1014.35,35.02,sehr geringe Qualität,0,hoch,1539.81966952,288.73851666521
1306.66,34.42,geringe Qualität,0,hoch,1484.03660994,253.624187449546
0,40.33,sehr geringe Qualität,0,hoch,19.799896,18.2551436025914
1182.75,41.41,sehr geringe Qualität,0,hoch,23.9117441,20.9365476530528
505.06,35.29,sehr geringe Qualität,0,sehr hoch,2315.13702896,510.722238029544
1113.17,32.76,geringe Qualität,0,hoch,3588.50395878,579.315594448242
1245,37.75,sehr geringe Qualität,0,hoch,3.40359004,27.0587056668814
451.75,37.47,sehr geringe Qualität,0,sehr hoch,117.5130246,44.0240634119525
825.75,32.83,geringe Qualität,0,gering,24.11865808,31.748418595949
1278.88,29.62,geringe Qualität,0,hoch,221.52644712,92.9011652056464
1483.5,27.86,mässige Qualität,0,hoch,54.1976146,31.6483299550059
2058.4,28.15,mässige Qualität,0,hoch,762.98935998,120.649096926897
1854.75,30.13,geringe Qualität,0,hoch,49.91931192,27.6883657926622
1612.4,26.61,mässige Qualität,0,hoch,322.58677156,81.4982128931772
1261.65,33.93,geringe Qualität,0,hoch,2806.3614025,233.24598879704
2723.25,20.66,hohe Qualität,1,sehr hoch,63.37410298,130.681901614169
1625.83,29.28,geringe Qualität,1,sehr hoch,3781.2189623,371.081764739067
1267.6,33.13,geringe Qualität,0,hoch,2962.25494312,424.639977377971
1157.23,30.45,geringe Qualität,0,gering,3901.55466868,421.776773669453
2285.43,29.86,geringe Qualität,1,sehr hoch,14537.4107595,966.378818006231
748.22,36.47,sehr geringe Qualität,0,gering,204.62413558,72.8562354114235
1155.96,33.17,geringe Qualität,1,sehr hoch,35622.45257562,1283.86732268702
1226.5,31.27,geringe Qualität,0,hoch,34.0338365,37.4802365037942
1696.18,30.61,geringe Qualität,0,hoch,1234.08751824,172.02656050821
0,28.94,mässige Qualität,0,gering,26.7424202,84.6184126622542
713.25,33.21,geringe Qualität,0,gering,32.753965,23.9499683349759
897.6,29.63,geringe Qualität,0,gering,14578.15386036,580.995980260151
722.76,28.82,mässige Qualität,0,gering,20539.25235194,1035.7426577384
1222.53,30.86,geringe Qualität,0,hoch,3344.59857028,485.714782199254
567.02,31.03,geringe Qualität,0,gering,1417.39295034,316.912590686832
381,18.57,hohe Qualität,0,gering,57.832824,31.0061797809743
712.84,31.53,geringe Qualität,0,gering,57881.41277172,988.598458640901
0,31.43,geringe Qualität,0,mittel,5.8543634,11.0929772595589
1173.57,21.22,hohe Qualität,0,mittel,6710.74117062,553.342858475423
873.75,31.87,geringe Qualität,0,gering,63.7148717,36.7500450303975
748.71,29.96,geringe Qualität,0,gering,305.25109184,99.3369887777061
764.57,19.4,hohe Qualität,0,mittel,9047.7907285,619.843989191742
901.9,26.46,mässige Qualität,0,gering,311.37925576,133.750528455437
809.01,19.47,hohe Qualität,0,mittel,4637.13409278,314.035422676839
964.74,29.72,geringe Qualität,0,gering,30247.35642656,815.201976176446
1077.89,27.5,mässige Qualität,0,gering,22258.94692094,664.101873612638
676.13,18.92,hohe Qualität,0,mittel,59647.0081787,1183.43374713187
1578.28,19.45,hohe Qualität,0,mittel,2262.54451686,260.615210868402
1896,23.57,mässige Qualität,0,hoch,92.18504886,215.298303696262
1088.91,30.88,geringe Qualität,0,gering,533.44330126,430.036536276997
1278.94,33.08,geringe Qualität,0,hoch,2397.5347981,229.985599586192
1881.17,23.42,mässige Qualität,0,hoch,415.39984968,210.287062412525
2008.78,34.08,geringe Qualität,0,hoch,558.25162882,254.628348703545
2754.89,26.23,mässige Qualität,0,hoch,1744.59354954,240.804921646293
1654.82,32.97,geringe Qualität,0,hoch,2204.58863012,585.123154131175
2251.18,31.15,geringe Qualität,0,hoch,19186.02223126,731.884086294888
1689.83,36.66,sehr geringe Qualität,0,hoch,962.64496764,321.322771718308
1459.5,28.46,mässige Qualität,0,hoch,23.46004864,80.087302215128
1591.08,29.11,geringe Qualität,0,hoch,917.6246387,284.141346797738
1383.7,38.29,sehr geringe Qualität,1,sehr hoch,139.91318548,117.048590620273
0,38.57,sehr geringe Qualität,0,hoch,14.99556132,27.2827279426249
1260.59,31.31,geringe Qualität,0,hoch,6965.4222066,609.913268101874
1443.08,38,sehr geringe Qualität,0,hoch,222.08211304,95.9167719801349
1322.67,37.38,sehr geringe Qualität,0,hoch,152.62128656,108.847221066236
1323.25,35.73,sehr geringe Qualität,0,hoch,211.38704808,291.577886485214
1245.65,28.42,mässige Qualität,0,sehr hoch,3242.29574986,500.090227838912
1223.44,25.74,mässige Qualität,0,sehr hoch,4687.0186776,943.876374913878
1279.75,34.96,geringe Qualität,0,sehr hoch,97.5087219,75.5850370510448
1239,39.46,sehr geringe Qualität,1,sehr hoch,53.8629882,41.9789302196324
1177,23.02,mässige Qualität,1,sehr hoch,28.87242014,31.2839629200779
2532.75,26.33,mässige Qualität,1,sehr hoch,32.4336727,182.830170631925
1029.63,34.78,geringe Qualität,0,gering,406.90006618,99.5854438009302
932.75,26.16,mässige Qualität,1,sehr hoch,370.48287328,171.417968257109
890.89,35.65,sehr geringe Qualität,0,gering,7497.33602378,422.973718464941
1036.25,26.63,mässige Qualität,1,sehr hoch,46.29539608,113.109402618049
912.8,34.75,geringe Qualität,0,gering,2280.14805446,315.825691540982
2486.5,31.46,geringe Qualität,1,sehr hoch,25.28545086,141.991085397605
2646.76,28.6,mässige Qualität,1,sehr hoch,1657.44720198,191.223183112936
756,33.97,geringe Qualität,1,sehr hoch,93.6381765,42.5565474938139
454.71,37,sehr geringe Qualität,0,gering,8998.55918004,435.445881561479
485.58,34.9,geringe Qualität,0,gering,83.43160956,73.7035647576935
517.33,24.19,mässige Qualität,0,gering,2565.43608368,225.593925136922
493.08,34.52,geringe Qualität,0,gering,67.6820513,76.3581216740591
0,36,sehr geringe Qualität,0,gering,20.31120296,20.7585670826759
1158.9,32.64,geringe Qualität,0,gering,134.29571558,120.360317724789
1069,34.2,geringe Qualität,0,gering,26.59041076,53.7944215838141
778.07,25.37,mässige Qualität,0,gering,354.06511482,91.026071402349
1091.3,30.68,geringe Qualität,0,gering,271.63745726,255.49442592896
870.53,28.84,mässige Qualität,0,gering,4815.67739582,989.635974976296
972.83,24.4,mässige Qualität,0,gering,369.09561374,120.740345537036
961.75,27.57,mässige Qualität,0,gering,57.4010325,59.3376055278223
528.32,34.13,geringe Qualität,0,gering,523.20061246,118.357796397507
525.3,28.61,mässige Qualität,0,gering,1053.07609304,157.621161625791
387.3,30.77,geringe Qualität,0,gering,673.93972588,140.691338929459
402.91,21.76,hohe Qualität,0,mittel,1420.0840414,149.669470964778
455.75,23.57,mässige Qualität,0,gering,347.629521,75.8660196272153
430.75,27.92,mässige Qualität,0,gering,67.538642,52.8654680366699
414.5,29.17,geringe Qualität,0,gering,446.62838752,84.5001033113108
405.6,26.12,mässige Qualität,0,gering,3789.84766448,473.662509601063
800.82,18.44,hohe Qualität,0,mittel,69231.17898896,2410.64210509578
462.16,18.66,hohe Qualität,0,mittel,17231.50384128,644.221288880451
450.75,18.99,hohe Qualität,0,mittel,1078.37640866,170.76139926961
1888.23,30.67,geringe Qualität,1,sehr hoch,3538.77760106,392.309504655284
1568.25,36.42,sehr geringe Qualität,0,hoch,47.27394484,34.9088130904485
1648.75,30.19,geringe Qualität,0,hoch,11.5329468,12.6527032586645
1468.75,30.55,geringe Qualität,0,sehr hoch,132.60838778,50.2900641316263
1414.86,27.07,mässige Qualität,0,sehr hoch,825.24755632,127.286272142438
707.3,28.29,mässige Qualität,0,gering,9724.64735762,488.123196782625
517.43,32.38,geringe Qualität,0,gering,19863.11472792,549.383495479322
562.62,31.89,geringe Qualität,0,gering,26807.46513354,721.883622297522
766.7,18.99,hohe Qualität,0,mittel,111.20923774,42.0301694251725
475.09,28.19,mässige Qualität,0,gering,461.97529312,208.402618139572
801.94,19.25,hohe Qualität,0,mittel,25945.8115759,857.331781994791
272.37,18.95,hohe Qualität,0,mittel,92605.99871192,1752.11075004458
395.7,18.87,hohe Qualität,0,mittel,72257.97976302,2025.22620679607
553.92,19.46,hohe Qualität,0,mittel,97.5039508,39.6346087080019
503.18,19.08,hohe Qualität,0,mittel,54013.30846828,1473.7915365034
1583.81,26.75,mässige Qualität,0,gering,2700.71894834,220.410577722672
1523.69,31.24,geringe Qualität,0,hoch,41997.48750444,1610.72623392245
938.01,24.66,mässige Qualität,0,mittel,630.78050532,158.911759920446
962.19,20.07,hohe Qualität,0,mittel,42941.38903958,1587.47349734192
886.23,19.55,hohe Qualität,0,mittel,8307.09777128,499.731410148644
1109.61,20.09,hohe Qualität,0,mittel,992.91587768,356.88643715196
1001.37,19.26,hohe Qualität,0,mittel,381.87004948,747.125155254728
1174.25,21.64,hohe Qualität,0,mittel,6964.27454204,390.93530384242
1461.62,20.5,hohe Qualität,0,mittel,577.23762848,105.548247976356
1275.85,22.12,hohe Qualität,0,gering,106.42609438,181.257982314597
1587.6,27.73,mässige Qualität,0,gering,2159.40382368,520.717444768197
1604.88,30.01,geringe Qualität,0,gering,15504.11749564,960.193266635579
1792.88,18.64,hohe Qualität,0,gering,33.04374558,51.0998479745586
1781.25,23.92,mässige Qualität,0,gering,80.89762462,68.2774814926856
1780.82,23.13,mässige Qualität,0,gering,87.48392208,209.843814787733
1740.35,28.33,mässige Qualität,0,gering,6401.22826488,545.287843250206
1922.37,20.67,hohe Qualität,0,mittel,6987.78350966,564.615038566428
1585.7,27.22,mässige Qualität,0,gering,1266.04503424,848.732902269008
1851.29,28.12,mässige Qualität,0,hoch,4319.952531,499.355129481357
1638.18,18.53,hohe Qualität,0,mittel,4896.15677798,1420.48120964895
1824.77,19.27,hohe Qualität,0,hoch,83566.68481052,1495.87733709576
1321.15,19.85,hohe Qualität,0,mittel,26838.7366513,813.9246384227
1597.57,30.91,geringe Qualität,0,gering,526.60886942,184.862104226713
1816,27.86,mässige Qualität,0,hoch,138.05562178,50.0320266950289
1688,32.45,geringe Qualität,0,hoch,20.89758254,20.1944109689868
1532.4,19.5,hohe Qualität,0,hoch,18222.28889906,631.304246369292
1712.38,28.3,mässige Qualität,0,hoch,1696.93935072,249.451544257288
1621.86,31.2,geringe Qualität,0,hoch,534.08597078,121.876717510885
1360.35,31.03,geringe Qualität,0,hoch,1741.12535504,208.652036618563
2018.75,31.55,geringe Qualität,0,hoch,15700.80878504,619.808526806469
1278.62,32.28,geringe Qualität,0,hoch,5497.43151196,408.77266410376
1215.8,35.24,sehr geringe Qualität,0,hoch,111.40819658,56.982254308844
1435.43,28.43,mässige Qualität,0,hoch,6649.09047326,409.048763373764
1074.79,32.62,geringe Qualität,0,gering,395.21396054,119.10921639908
1259.49,34.32,geringe Qualität,0,hoch,2126.50803974,356.813731338298
988.25,35.69,sehr geringe Qualität,0,hoch,176.5998038,69.4631224507705
1239.88,30.51,geringe Qualität,0,hoch,18727.15513736,1360.07858340781
1009.6,34.99,geringe Qualität,0,gering,274.63374954,139.466473555319
1260.8,29.59,geringe Qualität,0,hoch,3417.42286216,260.40614227546
1388.69,32.1,geringe Qualität,0,hoch,881.3831555,155.682044168303
1272.74,33.59,geringe Qualität,0,hoch,539.20828164,339.338926143317
2071.44,32.33,geringe Qualität,0,sehr hoch,1964.95139574,196.443141004593
2009.22,29.8,geringe Qualität,0,sehr hoch,5282.9270662,324.340129335388
1617.38,35.91,sehr geringe Qualität,0,sehr hoch,29.5359785,28.9091385686355
1567.5,31.9,geringe Qualität,0,sehr hoch,158.1645807,54.2228385007746
