VOL_MEAN,PET_MEAN,PET_KLASSE,LEITBAHN,BEWERTUNG,SHAPE.AREA,SHAPE.LEN
597.19,29,geringe Qualität,0,sehr hoch,1209.90733916,263.267180421966
687.02,33.19,geringe Qualität,0,sehr hoch,562.45999294,334.235201845962
674.5,33.18,geringe Qualität,0,sehr hoch,15.3802432,162.168227292517
722.91,29.57,geringe Qualität,0,sehr hoch,440.6387607,93.8766606233701
597,31.93,geringe Qualität,0,sehr hoch,81.9253222,53.3784207860716
0,31.3,geringe Qualität,0,sehr hoch,9.8254035,12.7700905956866
544.28,26.31,mässige Qualität,0,sehr hoch,4289.51233858,287.669719740961
480.5,29.4,geringe Qualität,0,sehr hoch,123.64098026,81.3824269641588
285.06,36,sehr geringe Qualität,0,sehr hoch,1342.67423976,151.186539103906
418.25,28.66,mässige Qualität,0,sehr hoch,120.91250846,68.0404128376395
297.5,40.37,sehr geringe Qualität,0,sehr hoch,12.01895682,15.5254971427445
283.04,41.13,sehr geringe Qualität,0,sehr hoch,101.53394522,137.41624771126
289.75,35.18,sehr geringe Qualität,0,sehr hoch,384.1824271,112.610200137492
323.84,39.24,sehr geringe Qualität,0,sehr hoch,388.48599166,131.46850573938
399.17,38.25,sehr geringe Qualität,0,sehr hoch,54.0260561,62.7680587261252
425.04,35.92,sehr geringe Qualität,0,sehr hoch,502.914047,251.995016327235
295.04,34.24,geringe Qualität,0,sehr hoch,404.38337278,79.9066578242625
284.75,32.55,geringe Qualität,0,sehr hoch,74.50290938,32.2189005997493
282,32.81,geringe Qualität,0,sehr hoch,31.4343712,24.3782200012606
178.25,35.54,sehr geringe Qualität,0,sehr hoch,173.148742,71.3399938795423
208,33.95,geringe Qualität,0,sehr hoch,108.6464799,94.2557488973291
305,35.44,sehr geringe Qualität,0,sehr hoch,79.02378372,31.5518906942117
285.75,32.89,geringe Qualität,0,sehr hoch,45.360843,34.9702134057748
599.3,30.87,geringe Qualität,0,sehr hoch,663.34905226,115.250742003541
77.42,35.68,sehr geringe Qualität,0,sehr hoch,1254.10786042,409.206965889997
406.75,36.85,sehr geringe Qualität,0,sehr hoch,30.948658,30.5193743660763
92.47,39.47,sehr geringe Qualität,0,sehr hoch,238.411634,136.722742818073
200.26,27.75,mässige Qualität,0,sehr hoch,636.91200354,154.886120975443
402.55,24.94,mässige Qualität,0,sehr hoch,670.26319906,133.447652633698
302.08,31.18,geringe Qualität,0,sehr hoch,1258.30931062,156.249643694263
234.1,27.28,mässige Qualität,0,sehr hoch,367.51763182,82.6009359122859
474.26,27.7,mässige Qualität,0,sehr hoch,4279.99050302,571.666613582488
438.7,28.68,mässige Qualität,0,sehr hoch,116.13003592,130.537654518737
624.71,28.57,mässige Qualität,0,sehr hoch,639.19576134,148.558709592203
473.79,33.19,geringe Qualität,0,sehr hoch,996.88577026,312.800228630489
0,36.19,sehr geringe Qualität,0,sehr hoch,9.320608,11.9650517329823
772,40.3,sehr geringe Qualität,0,sehr hoch,234.37025698,83.0904281391876
858.07,30.11,geringe Qualität,0,sehr hoch,3550.84685462,294.076463374459
918.41,35.93,sehr geringe Qualität,0,sehr hoch,528.63354836,147.241564730821
1064.04,30.64,geringe Qualität,0,sehr hoch,591.40585346,108.654574064764
849.06,29.14,geringe Qualität,0,sehr hoch,230.48780544,117.731903095168
950.91,33.8,geringe Qualität,0,sehr hoch,470.81637424,102.893904985902
866.75,30.17,geringe Qualität,0,sehr hoch,125.6575845,46.7166909606845
513.25,38.14,sehr geringe Qualität,0,hoch,52.16873998,39.4392480687733
475.5,39.72,sehr geringe Qualität,0,hoch,18.06377426,18.0381313590424
501.75,41.68,sehr geringe Qualität,0,hoch,6.82956796,11.3618498874574
500.25,41.47,sehr geringe Qualität,0,hoch,41.73874088,25.9043781827865
495.05,39.06,sehr geringe Qualität,0,hoch,143.89553568,59.9674737845166
794.39,30.12,geringe Qualität,0,gering,551.76670672,98.0273583028761
1070.23,31.35,geringe Qualität,0,hoch,1771.8056785,198.671538337468
1100.56,32.01,geringe Qualität,1,sehr hoch,1104.2826398,849.515242586918
871.78,30.23,geringe Qualität,1,sehr hoch,3683.72403048,2027.113854454
484.25,33.27,geringe Qualität,0,gering,8.38321776,84.2557418461001
632.5,31.09,geringe Qualität,0,gering,18.92801182,15.4416004622461
582.5,36.76,sehr geringe Qualität,0,gering,23.1617125,21.1604106916693
555.5,37.99,sehr geringe Qualität,0,gering,45.2214344,26.9019492599849
501,34.72,geringe Qualität,0,gering,60.4497685,37.1261489374864
548.73,38.17,sehr geringe Qualität,0,gering,763.44321494,377.356735164353
414.63,27.51,mässige Qualität,0,gering,162.96939618,180.407386541973
332.81,29.71,geringe Qualität,0,gering,525.33573322,124.86461507436
445.4,30.92,geringe Qualität,0,sehr hoch,1804.31357356,172.509302339559
491.74,35.53,sehr geringe Qualität,0,sehr hoch,5213.17623022,303.815592808667
491.25,22.7,hohe Qualität,0,hoch,78.89783988,41.1691939225687
299.49,39.05,sehr geringe Qualität,0,sehr hoch,626.95627294,161.603252961709
145.02,40.73,sehr geringe Qualität,0,sehr hoch,843.29590976,216.600188481419
310,37.16,sehr geringe Qualität,0,hoch,76.49757898,52.4272447118379
400.17,36.66,sehr geringe Qualität,0,gering,3244.63322192,231.60929476891
272.54,35.1,sehr geringe Qualität,0,hoch,1581.4249376,183.04422929182
185.16,35.16,sehr geringe Qualität,0,hoch,490.89424814,103.896271494945
130.83,36.43,sehr geringe Qualität,0,hoch,1136.01008508,142.947742121708
178.35,31.86,geringe Qualität,0,hoch,5963.10638792,387.496504749447
207,23.15,mässige Qualität,0,hoch,958.0272851,232.385904076118
318.74,36.04,sehr geringe Qualität,0,gering,561.87621822,102.759030875881
223.58,40.54,sehr geringe Qualität,0,hoch,396.8324145,106.774324065324
264.27,37.68,sehr geringe Qualität,0,hoch,313.14405402,83.2117170122594
565.96,36.07,sehr geringe Qualität,0,gering,4061.4505391,267.763307194952
453.32,37.58,sehr geringe Qualität,0,gering,208.82746874,181.699857993727
547.51,37.78,sehr geringe Qualität,0,hoch,5633.7295053,349.948707724981
207.9,37.77,sehr geringe Qualität,0,hoch,7687.63051704,370.383048700816
272.1,34.61,geringe Qualität,0,gering,273.7095129,137.163517758866
351.04,36.36,sehr geringe Qualität,0,hoch,824.90404904,329.260979661949
264.13,39.76,sehr geringe Qualität,0,hoch,141.9352417,52.3584132069254
120.13,38.44,sehr geringe Qualität,0,hoch,251.40625194,116.028877448671
205.68,36.05,sehr geringe Qualität,0,hoch,162.14025252,50.882127541669
180.5,36.85,sehr geringe Qualität,0,gering,55.6165515,30.4292640874511
160,34.13,geringe Qualität,0,hoch,73.5312872,37.7237300486311
222.25,35.32,sehr geringe Qualität,0,gering,23.855942,21.9441697854732
267.89,22.3,hohe Qualität,0,sehr hoch,30781.82992588,981.21018054711
405.7,30.03,geringe Qualität,0,sehr hoch,1537.0923733,368.726348035366
471.13,26.94,mässige Qualität,0,gering,36.17783576,24.9593520882259
0,29.42,geringe Qualität,0,gering,1.0195906,10.1408549358727
649.4,31.18,geringe Qualität,0,sehr hoch,9132.87292242,476.12729216399
566.51,32.86,geringe Qualität,0,sehr hoch,13420.16390752,636.016403299906
645.33,35.34,sehr geringe Qualität,0,sehr hoch,219.63831244,68.7904521513269
666,36.63,sehr geringe Qualität,0,sehr hoch,68.89484542,36.550968706843
652.95,29.23,geringe Qualität,0,sehr hoch,2497.67126824,464.554664651683
1146.68,33.4,geringe Qualität,0,sehr hoch,1302.4841184,236.249284397016
1245.72,40.74,sehr geringe Qualität,0,sehr hoch,240.24807314,74.1187415877805
1600.06,37.01,sehr geringe Qualität,0,sehr hoch,207.17289284,84.9171133265711
1409.13,37.83,sehr geringe Qualität,0,sehr hoch,324.2786996,73.433771979693
1462.55,34.4,geringe Qualität,0,sehr hoch,437.51493708,141.417678855015
1486.64,39.2,sehr geringe Qualität,0,sehr hoch,480.81546878,133.157995635122
0,39.51,sehr geringe Qualität,0,sehr hoch,1.1852338,28.0360826445822
448.25,38.56,sehr geringe Qualität,0,sehr hoch,88.0622541,41.9794184293376
698,41.16,sehr geringe Qualität,0,sehr hoch,122.51049612,49.6618205681055
930.07,35.75,sehr geringe Qualität,0,sehr hoch,364.87711854,76.0958834537487
964.58,38.75,sehr geringe Qualität,0,sehr hoch,168.8547719,82.1233327402738
775.28,30.67,geringe Qualität,0,sehr hoch,7274.00509776,527.895016235636
1021.82,34.58,geringe Qualität,0,sehr hoch,355.8115831,97.1760800200367
1030.38,26.67,mässige Qualität,0,sehr hoch,162.20785884,56.5264838713869
1195.11,32.71,geringe Qualität,0,sehr hoch,4849.80204354,323.673019522139
1559.54,33.55,geringe Qualität,0,sehr hoch,266.7058322,71.3399001602425
1156.84,32.95,geringe Qualität,0,sehr hoch,2325.88496386,422.767656036659
1664.66,26,mässige Qualität,0,hoch,1513.38089724,173.203169161331
796.04,36.71,sehr geringe Qualität,0,sehr hoch,496.42713552,108.477463465555
857.72,37.91,sehr geringe Qualität,0,sehr hoch,428.54573838,97.612300462733
0,40.34,sehr geringe Qualität,0,sehr hoch,16.6343465,30.2420829476497
1170.17,40.2,sehr geringe Qualität,0,sehr hoch,91.02882702,58.2025794521041
1310.5,40.4,sehr geringe Qualität,0,sehr hoch,102.79935892,57.1610572367533
213.08,36.72,sehr geringe Qualität,0,sehr hoch,111.55544158,63.7343910438548
271.64,39.54,sehr geringe Qualität,0,sehr hoch,230.2268418,181.588672430736
0,41.35,sehr geringe Qualität,0,sehr hoch,22.327729,20.1523720147336
531.92,40.42,sehr geringe Qualität,0,sehr hoch,207.75444168,68.0334501204957
426.78,40.72,sehr geringe Qualität,0,sehr hoch,189.04278214,76.6906934341039
367,35.22,sehr geringe Qualität,0,sehr hoch,34.33522522,27.2940264289556
622,39.15,sehr geringe Qualität,0,sehr hoch,91.03152732,38.5755726635998
408,39.57,sehr geringe Qualität,0,sehr hoch,63.30144686,47.7583949360484
619,37.7,sehr geringe Qualität,0,hoch,76.89271414,42.5796529095483
591.61,37.49,sehr geringe Qualität,0,sehr hoch,1004.89854104,331.874946232206
563.25,40,sehr geringe Qualität,0,hoch,110.03719008,41.4311687786439
494.5,35.66,sehr geringe Qualität,0,hoch,21.4974007,25.6654307929647
730.58,38.09,sehr geringe Qualität,0,hoch,139.33456442,55.9583292023435
759.25,40.97,sehr geringe Qualität,0,gering,49.7764166,35.4426172618636
991.33,35.5,sehr geringe Qualität,0,sehr hoch,4141.31810698,282.499510334776
0,39,sehr geringe Qualität,0,hoch,15.65294678,21.4170678161847
0,40.96,sehr geringe Qualität,0,hoch,7.06797376,11.9588949964235
1078.93,39.67,sehr geringe Qualität,0,hoch,156.39767658,67.2603102236502
1088.04,26.27,mässige Qualität,0,hoch,724.47867902,178.581115656078
1202.75,31.75,geringe Qualität,0,hoch,55.62367606,66.2506012139578
1089.58,26.06,mässige Qualität,0,hoch,85.62766352,164.600471890798
1144.16,21.52,hohe Qualität,0,hoch,711.36785204,125.178606104955
943.78,18.74,hohe Qualität,0,hoch,3496.72682838,318.516782137525
929.52,24.08,mässige Qualität,0,hoch,1625.29593706,269.508368758837
1163.26,30.26,geringe Qualität,0,hoch,1077.8101443,156.732547284701
1059.09,29.62,geringe Qualität,0,hoch,1165.17478878,148.008139607498
901.07,24.16,mässige Qualität,0,gering,11938.36874386,509.406056947581
530.39,18.56,hohe Qualität,0,mittel,7824.79031788,445.460810537137
643.68,18.4,hohe Qualität,0,mittel,17622.09757644,756.146383812251
653.42,18.83,hohe Qualität,0,mittel,82979.16903302,1836.92047129735
1394.24,30.86,geringe Qualität,0,hoch,949.24602544,142.636578118881
1432.08,31.01,geringe Qualität,0,hoch,1926.46095416,329.666370204418
1113.08,33.49,geringe Qualität,1,sehr hoch,55.8885445,34.6070684953796
1133.08,26.11,mässige Qualität,0,hoch,215.02582894,107.620792996978
1144.73,18.8,hohe Qualität,0,hoch,996.435531,164.467782296447
1213.55,19.9,hohe Qualität,0,hoch,2199.41345242,472.042559627841
1095.67,17.87,hohe Qualität,0,mittel,2508.94047394,313.087592927077
1128.22,19.59,hohe Qualität,1,sehr hoch,69004.26931656,2295.22571461139
420.18,38.7,sehr geringe Qualität,0,sehr hoch,185.14950718,65.3013835598194
0,35.95,sehr geringe Qualität,0,sehr hoch,20.51714926,20.7669085777672
1088.17,30.76,geringe Qualität,0,gering,538.03542184,135.118886530087
1150.25,27.48,mässige Qualität,0,hoch,635.65923048,166.063727297821
1020.58,38.44,sehr geringe Qualität,0,hoch,172.68393374,157.606724360238
372.4,40.05,sehr geringe Qualität,0,sehr hoch,136.4188082,52.5222084849029
282.88,40.38,sehr geringe Qualität,0,sehr hoch,476.4499954,87.7540640687911
255.86,39.97,sehr geringe Qualität,0,sehr hoch,4762.15127084,433.122084212434
0,35.46,sehr geringe Qualität,0,sehr hoch,12.29658076,13.96742686627
542.9,35.89,sehr geringe Qualität,0,sehr hoch,633.15811676,407.326311666388
774.69,39.17,sehr geringe Qualität,0,sehr hoch,6846.32948118,339.716977821366
854.37,38.9,sehr geringe Qualität,0,sehr hoch,7146.82175534,364.584646438394
550.8,36.61,sehr geringe Qualität,0,sehr hoch,777.66642408,413.35149448772
760.73,39.03,sehr geringe Qualität,0,sehr hoch,8720.0806651,390.265384807336
745.5,38.93,sehr geringe Qualität,0,sehr hoch,135.9010352,47.7452036785782
917.25,34.68,geringe Qualität,0,sehr hoch,2585.81167716,374.720408100881
934.25,39.25,sehr geringe Qualität,0,hoch,147.40569112,58.3051736484025
620.8,33.18,geringe Qualität,0,sehr hoch,8567.35637122,1791.10786332581
0,32.93,geringe Qualität,0,gering,27.7557114,22.9084271787372
156,39.5,sehr geringe Qualität,0,hoch,94.37368638,34.4767233521687
159.75,38.15,sehr geringe Qualität,0,hoch,41.91914812,31.4506604774724
150.34,34.92,geringe Qualität,0,sehr hoch,4102.07390102,435.417573932243
157.27,32.99,geringe Qualität,0,sehr hoch,15767.53616138,1578.13415408696
280.02,36.92,sehr geringe Qualität,0,sehr hoch,1571.74989504,203.50471589988
213.47,35.95,sehr geringe Qualität,0,sehr hoch,800.51472812,481.812517798351
111.64,32.97,geringe Qualität,0,hoch,1407.81807708,262.041195438442
141.1,31.16,geringe Qualität,0,gering,120.76791788,60.134983509595
120.94,30.99,geringe Qualität,0,gering,1293.73090612,143.97154635618
173.75,32.39,geringe Qualität,0,hoch,3756.87696456,463.85517766437
173.5,35.15,sehr geringe Qualität,0,hoch,418.0746194,224.249831427566
117.44,40.94,sehr geringe Qualität,0,sehr hoch,664.97583596,171.557310819296
232.76,31.73,geringe Qualität,0,gering,5230.95096028,721.38625241826
93.65,41.12,sehr geringe Qualität,0,sehr hoch,97.13516372,137.422122090364
75.35,40.35,sehr geringe Qualität,0,sehr hoch,117.53817512,53.7556284637405
306.04,32.23,geringe Qualität,0,sehr hoch,381.56867208,167.249206678936
275.48,35.28,sehr geringe Qualität,0,sehr hoch,4568.36409986,514.693142269019
289.65,36.09,sehr geringe Qualität,0,sehr hoch,834.16839174,137.841991103488
324.16,33.21,geringe Qualität,0,sehr hoch,5126.38497078,668.581613514116
812.75,33.39,geringe Qualität,0,sehr hoch,97.30387378,59.7061019257733
855.77,35.27,sehr geringe Qualität,0,hoch,1534.25012176,157.709643670896
730.89,38.98,sehr geringe Qualität,0,hoch,4755.93515492,279.934829255213
1470.75,40.58,sehr geringe Qualität,0,sehr hoch,40.13526006,25.7910949222962
1449,40.43,sehr geringe Qualität,0,sehr hoch,42.45834866,52.2904446802835
1480.5,33.44,geringe Qualität,0,sehr hoch,123.567469,47.6362494316606
1748.57,33.59,geringe Qualität,0,sehr hoch,223.89319786,59.3403080568294
1647.45,34.16,geringe Qualität,0,sehr hoch,231.5637736,59.6276951156085
1685.45,34,geringe Qualität,0,sehr hoch,135.74882332,75.5923286570812
1718.41,31.46,geringe Qualität,0,sehr hoch,1130.18899754,167.110864976978
2063.9,30.09,geringe Qualität,0,sehr hoch,5512.91155026,421.970456075333
2202.4,32.83,geringe Qualität,0,hoch,389.38526866,88.5241000061318
1454.2,30.73,geringe Qualität,0,hoch,2081.6839492,371.438612646713
2343.75,32.55,geringe Qualität,0,hoch,99.57741764,43.4437930096663
1278.13,32.17,geringe Qualität,0,hoch,61.37349596,42.296924245339
2235.39,31.05,geringe Qualität,1,sehr hoch,615.6012802,113.335056982379
2233.7,33.7,geringe Qualität,1,sehr hoch,887.95141716,131.402039443851
1571.92,34.72,geringe Qualität,0,hoch,5634.2477266,530.466400939379
1334.54,28.79,mässige Qualität,0,hoch,643.4174811,130.460153337337
1357.98,21.53,hohe Qualität,0,hoch,3699.11036166,249.950151457403
1756.4,22.79,hohe Qualität,0,hoch,12881.70432172,674.372866836167
1801.2,22.19,hohe Qualität,0,hoch,4633.70441456,302.721309801298
1417.15,35.01,sehr geringe Qualität,0,hoch,2607.28374634,455.087769720747
1269.78,34.62,geringe Qualität,0,gering,207.6876856,63.358453159543
1447.33,24.24,mässige Qualität,0,mittel,225.82343174,145.14682435888
1328.2,23.56,mässige Qualität,0,mittel,4766.24536262,322.333513610806
1278.11,36.79,sehr geringe Qualität,0,hoch,1565.64986964,178.860160660629
2094.25,28.44,mässige Qualität,1,sehr hoch,28.88736944,165.888162083789
2060.22,33.56,geringe Qualität,1,sehr hoch,6289.41180008,313.279882589562
2116.47,21.66,hohe Qualität,1,sehr hoch,191.22506032,81.9760653263102
1898.42,26.68,mässige Qualität,0,hoch,208.54221642,69.6731908855247
0,33.98,geringe Qualität,0,gering,12.73232308,99.3559722057836
1276.74,31.66,geringe Qualität,0,hoch,12599.8690765,723.431533448235
1271.66,35.72,sehr geringe Qualität,0,gering,4644.76944926,301.433842896231
1538.2,23.24,mässige Qualität,0,hoch,3686.01097538,235.580874642689
1483.56,39.87,sehr geringe Qualität,0,hoch,204.9157589,62.8882042407965
1464.92,36.82,sehr geringe Qualität,0,hoch,144.6225586,48.0895780562255
1104.08,37.61,sehr geringe Qualität,0,hoch,467.7607849,88.4563724265007
1359.34,34.83,geringe Qualität,0,hoch,3297.03104804,230.798587897908
1321.52,35.57,sehr geringe Qualität,0,hoch,875.65918962,464.119062732147
1119.16,36.5,sehr geringe Qualität,0,hoch,565.15708648,98.8328789406817
2215.63,33.67,geringe Qualität,1,sehr hoch,2591.12853836,380.547202449954
1979.84,29.28,geringe Qualität,1,sehr hoch,5777.16007476,1136.30836973097
1325,29.32,geringe Qualität,0,hoch,230.29309204,53.891534574636
1972.52,32.03,geringe Qualität,1,sehr hoch,408.32738426,106.546300756818
1308.11,36.02,sehr geringe Qualität,0,hoch,255.30967156,72.6272010879933
1494.27,29.8,geringe Qualität,1,sehr hoch,807.42777284,155.335441368985
1534,24.91,mässige Qualität,1,sehr hoch,40.10236222,47.3582100749095
1624.5,38.89,sehr geringe Qualität,1,sehr hoch,20.6241089,18.5960804792874
1627.5,24.94,mässige Qualität,1,sehr hoch,178.01374546,57.2683166886772
1587.41,30.69,geringe Qualität,1,sehr hoch,294.4290051,76.0797471562078
1575.33,32.84,geringe Qualität,1,sehr hoch,565.84202076,96.6537441709265
0,30.98,geringe Qualität,0,hoch,33.4638741,57.7427550828823
1489.92,23.19,mässige Qualität,0,hoch,275.67141516,98.1516485751554
1095.22,32.14,geringe Qualität,0,hoch,1106.6829221,174.656521062724
768.97,31.89,geringe Qualität,0,gering,716.80060324,119.820621830743
1532.19,33.82,geringe Qualität,0,hoch,337.66467974,89.4001289966205
597.18,26.67,mässige Qualität,0,gering,3173.16156048,247.109099641305
1267.02,29.54,geringe Qualität,0,hoch,1212.46537534,188.631056044921
1295.07,29.25,geringe Qualität,0,hoch,567.63486898,120.757627340685
987.1,30.21,geringe Qualität,0,gering,1640.15225,160.978042339187
1144.75,19.91,hohe Qualität,1,sehr hoch,51091.66834006,3036.53238649056
482.05,19.4,hohe Qualität,0,mittel,24694.57053844,697.148594202599
469.51,18.91,hohe Qualität,0,mittel,29784.30611034,715.109218979682
376.5,19.46,hohe Qualität,0,mittel,41.99504084,27.9507089242576
632.33,22.02,hohe Qualität,0,gering,74.11635052,219.645712437236
585.25,26.41,mässige Qualität,0,gering,31.31620392,173.319004622156
673.48,18.82,hohe Qualität,0,mittel,2051.11136864,247.663291075022
1182.64,18.82,hohe Qualität,0,mittel,53385.94019238,1108.58666540041
1578.58,19.25,hohe Qualität,0,hoch,188333.9589915,2822.43065745964
1166.67,23.69,mässige Qualität,0,hoch,1462.64452012,615.69657011697
1214.58,26.72,mässige Qualität,0,hoch,3538.12625568,379.546385815122
1096.28,27.69,mässige Qualität,0,hoch,7226.13678084,620.016638505195
945.75,38.74,sehr geringe Qualität,0,hoch,28.01390036,22.6177638314821
945.75,35.44,sehr geringe Qualität,0,hoch,17.22113828,18.9286269853889
1202.52,20.09,hohe Qualität,0,hoch,45243.88998112,1561.39598946868
1099,37.11,sehr geringe Qualität,0,hoch,6.03994734,10.3004639633843
1552.93,19.95,hohe Qualität,0,hoch,176.1157489,109.305321186639
1282,33.3,geringe Qualität,0,hoch,140.63979904,47.7269782104224
1011.77,37.43,sehr geringe Qualität,0,hoch,394.17271712,146.864485585466
859.66,37.02,sehr geringe Qualität,0,hoch,244.43282646,133.432829694084
894.68,32.02,geringe Qualität,0,hoch,618.90536214,372.507045140143
516.75,34.19,geringe Qualität,0,sehr hoch,279.65028118,136.03057088795
905.92,37.27,sehr geringe Qualität,0,hoch,110.2583796,51.8071603972858
934.25,39.45,sehr geringe Qualität,0,hoch,163.05826542,47.5027297809288
620.35,30.02,geringe Qualität,0,sehr hoch,3194.4444763,721.083228201621
865.43,37.11,sehr geringe Qualität,0,gering,720.5565687,103.453811749792
1050.25,35.39,sehr geringe Qualität,0,hoch,95.04535508,84.3918959490133
1151.66,33.29,geringe Qualität,0,hoch,1138.59855632,242.803672322111
399.96,35.69,sehr geringe Qualität,0,sehr hoch,1704.8711591,237.333085679566
439.75,37.15,sehr geringe Qualität,0,sehr hoch,62.4611969,40.6586109851247
478.4,33.15,geringe Qualität,0,sehr hoch,15270.08038264,763.934933273982
1110.5,28.88,mässige Qualität,0,sehr hoch,22.3901551,39.4382820497436
1064.3,26.21,mässige Qualität,0,sehr hoch,239.65376476,76.7289548518643
1197.36,26.63,mässige Qualität,0,sehr hoch,1244.45262954,174.387239543171
950.12,32.92,geringe Qualität,0,sehr hoch,44.70692078,31.7719161245888
939.67,31.17,geringe Qualität,0,sehr hoch,141.70123298,85.883842854821
1403.52,30.25,geringe Qualität,0,sehr hoch,995.5237114,133.10867133862
592.77,30.34,geringe Qualität,0,sehr hoch,2074.7449163,289.05567915059
1333.88,35.34,sehr geringe Qualität,0,hoch,94.878282,51.1856559473257
1902.75,37.13,sehr geringe Qualität,1,sehr hoch,11.2095775,13.7777203711714
1169.04,37.48,sehr geringe Qualität,0,sehr hoch,433.59804906,283.063726331401
1272.82,36.19,sehr geringe Qualität,0,sehr hoch,7179.37460772,378.251866751536
1414,40.56,sehr geringe Qualität,0,hoch,179.85139852,53.9878833774873
800.05,28.71,mässige Qualität,0,hoch,5462.61753364,852.812993244732
2320.4,31.51,geringe Qualität,1,sehr hoch,70.74803844,63.6849946520913
901.04,29.97,geringe Qualität,0,hoch,5744.48631962,470.339656040513
1710.34,28,mässige Qualität,1,sehr hoch,3223.52432628,554.061094952112
2111.3,27.51,mässige Qualität,1,sehr hoch,1401.715691,210.740441847888
2225.05,21.04,hohe Qualität,1,sehr hoch,11644.5387148,1010.5856129609
2148.35,25.85,mässige Qualität,0,hoch,1979.69402722,260.864788965597
2378.5,19.16,hohe Qualität,0,hoch,34.24198536,63.9102940138673
1415.59,28.13,mässige Qualität,0,hoch,472.21910052,230.554963388023
1275.87,19.54,hohe Qualität,0,hoch,8533.6834107,753.410839308941
1458.27,24.64,mässige Qualität,0,hoch,3311.65245702,301.621350197344
1597.25,30.97,geringe Qualität,0,hoch,27.56450782,35.9558762895045
1354.77,26.45,mässige Qualität,0,hoch,1400.76653626,166.250451602185
1093.08,25.01,mässige Qualität,0,hoch,1982.83991084,248.35864585789
1361.7,30.26,geringe Qualität,0,hoch,672.12364032,258.273136661809
1352.83,27.07,mässige Qualität,0,hoch,96.3338905,189.864845109803
1298.24,19.51,hohe Qualität,0,hoch,1849.6341363,466.013684200968
802,31,geringe Qualität,0,gering,105.70738562,79.9184614547932
1023.13,26.94,mässige Qualität,0,gering,170.23462738,78.4091493153203
1048.55,18.92,hohe Qualität,0,mittel,3317.49406846,394.044714781209
586.38,19.17,hohe Qualität,0,mittel,2927.81147588,288.538971023193
1117.35,19.22,hohe Qualität,0,mittel,12936.21364794,711.471123600365
411.46,18.8,hohe Qualität,0,mittel,88652.97703722,1258.12250176982
431.22,18.64,hohe Qualität,0,mittel,21688.2367067,1140.95831626061
674.25,33.51,geringe Qualität,0,gering,99.57554548,71.4084681288041
595.43,25.66,mässige Qualität,0,gering,3087.20030122,255.346979151018
643.27,33.64,geringe Qualität,0,gering,343.04146452,214.695553426066
558.35,28.2,mässige Qualität,0,gering,909.4550678,136.590077597418
555.79,28.42,mässige Qualität,0,gering,8107.41253998,381.78226688273
154.69,30.35,geringe Qualität,0,gering,1196.59255986,144.849812652788
182.92,31.98,geringe Qualität,0,gering,1034.75568542,191.03590794733
288.26,29.65,geringe Qualität,0,gering,437.10462846,105.236945119681
561.61,30.57,geringe Qualität,0,gering,412.30877614,113.230221640674
547.66,20.1,hohe Qualität,0,mittel,15714.12295024,596.800653559809
573.33,34.33,geringe Qualität,0,gering,72.43793122,103.399753653675
823.56,19.96,hohe Qualität,0,mittel,19694.2882964,912.532167845039
633.77,32.14,geringe Qualität,0,gering,8195.89142318,405.798177508165
406.76,18.1,hohe Qualität,0,mittel,1167.12579248,142.953819503963
550.5,29.63,geringe Qualität,0,gering,102.62200142,57.2339444495879
529.04,31,geringe Qualität,0,gering,899.27721464,170.416572959179
569.75,26.89,mässige Qualität,0,gering,11.86005324,13.1432270382838
381.43,29.77,geringe Qualität,0,gering,265.20261978,150.625091297307
569.75,21.81,hohe Qualität,0,gering,39.6107544,68.4025114298012
274.13,29.82,geringe Qualität,0,gering,202.75268272,66.1138115791022
804.52,31.88,geringe Qualität,0,hoch,432.18846974,177.76771958604
319.54,30.71,geringe Qualität,0,gering,2050.53570234,685.632175149272
745.14,28.06,mässige Qualität,0,gering,836.48351894,191.112748998361
0,31.53,geringe Qualität,0,hoch,14.88286736,39.3274012689822
232.13,31.2,geringe Qualität,0,gering,149.0423205,81.1328228888268
226.54,34.75,geringe Qualität,0,gering,304.86457106,165.879099041538
812.16,33.56,geringe Qualität,0,gering,237.75527346,61.5754783501726
719.69,35.22,sehr geringe Qualität,0,gering,178.15454496,72.2981156721476
566.78,30.59,geringe Qualität,0,gering,1943.03389032,251.618362010681
916.74,19.01,hohe Qualität,0,hoch,59513.64295954,1835.23134008707
947.38,22.55,hohe Qualität,0,mittel,62.79695268,191.668321106889
1274.42,19.36,hohe Qualität,0,hoch,69531.93575084,1293.48368586096
1286.21,19.95,hohe Qualität,0,mittel,295.15298546,116.164846531725
1196.81,19.41,hohe Qualität,0,mittel,23687.380301,744.315187397266
2030.87,25.8,mässige Qualität,0,hoch,3073.01741564,430.616159193906
1668.01,19.61,hohe Qualität,0,mittel,1101.97987354,169.731398163183
1539.07,19.39,hohe Qualität,0,mittel,25247.70713724,707.497965213165
1864.68,19.15,hohe Qualität,0,hoch,44783.54854946,1090.30028647963
1466.8,32.19,geringe Qualität,0,hoch,1224.73612194,229.708568736081
1710.07,28.48,mässige Qualität,0,gering,1247.3345618,219.300661058287
1694.56,27.09,mässige Qualität,0,hoch,6862.29283316,759.819874113741
1420,38.11,sehr geringe Qualität,0,hoch,68.4215159,44.9382828287942
