ID,SHAPE.LEN
1,1581.05963947081
2,1548.55861357774
3,1401.95530202378
4,1867.88411477894
5,1065.55380811586
6,611.919487184707
7,644.647300714051
8,568.953079338076
9,1024.85204707136
10,2295.39639823991
11,1288.73440892726
12,2447.74069607347
13,1616.38834678166
37,1861.93189625535
