PET_KLASSE,NACHTBELAS,PET_MITTEL,T2M_MITTEL,SHAPE.AREA,SHAPE.LEN
starke Belastung,schwach,36.7,17.75,6568.8169605,747.842934623889
sehr starke Belastung,maessig,40.42,18.47,35.1473571,33.0960717639538
sehr starke Belastung,maessig,38.28,18.34,82.219672,59.3213458590464
sehr starke Belastung,maessig,38.12,18.25,653.02503272,225.50370574849
sehr starke Belastung,maessig,39.31,18.34,113.854092,55.2994681750113
maessige Belastung,nicht vorhanden,34.45,16.57,38.99433688,35.682266493326
starke Belastung,maessig,36.63,18.18,13142.25511938,949.382105516298
sehr starke Belastung,maessig,38.16,18.1,421.67962798,184.939473637523
sehr starke Belastung,maessig,38.71,18.36,284.00932292,290.132080450613
sehr starke Belastung,maessig,39.97,18.49,1022.94110444,303.383636501119
starke Belastung,maessig,36.58,18.08,14195.78590916,942.93397190608
starke Belastung,schwach,36.04,17.97,306.30223342,74.2245564075761
sehr starke Belastung,maessig,40.72,18.36,333.54335006,156.823791736945
extreme Belastung,maessig,41.27,18.58,40.90749856,37.6783344782412
starke Belastung,maessig,36.23,18.15,2644.28003878,326.522525657621
sehr starke Belastung,maessig,38.01,18.1,136.35666982,63.0389706576088
sehr starke Belastung,maessig,39.01,18.39,5428.32368716,1158.82929329532
starke Belastung,maessig,36.52,18.01,14301.39231764,969.370901251926
sehr starke Belastung,maessig,38.68,18.25,650.0561125,326.669626472912
starke Belastung,maessig,35.38,18.22,2444.1083087,298.131760468956
maessige Belastung,nicht vorhanden,33.33,16.69,644.2934751,493.416613881955
starke Belastung,nicht vorhanden,36.46,17.4,260.4721742,265.732584322255
sehr starke Belastung,maessig,38.09,18.09,72.8027137,35.8022741991243
maessige Belastung,nicht vorhanden,31.11,17.08,107.8008402,47.5891706551
maessige Belastung,nicht vorhanden,32.11,16.64,29.120959,21.5933511501978
maessige Belastung,nicht vorhanden,30.61,17.24,37.90753772,31.3139404184216
maessige Belastung,nicht vorhanden,34.23,17.37,1583.38001826,158.76101400899
schwache Belastung,schwach,27.96,17.89,26.09109712,47.4610158253873
maessige Belastung,nicht vorhanden,30.74,17.25,437.46270166,212.121590997448
maessige Belastung,nicht vorhanden,34.13,17.34,103.8071534,51.4407648544989
maessige Belastung,nicht vorhanden,34.96,17.34,5027.8926575,432.361600988475
maessige Belastung,maessig,32.86,18.07,88.120534,47.564246653325
starke Belastung,schwach,35.18,17.6,434.13311708,363.789443642928
maessige Belastung,nicht vorhanden,32.75,17.11,3346.69961134,418.950551690395
starke Belastung,maessig,36.55,18.22,5618.54329964,1295.97061275822
maessige Belastung,nicht vorhanden,33.2,17.43,26.343511,21.209461768705
maessige Belastung,maessig,34.61,18.18,366.8421425,137.947819742628
sehr starke Belastung,maessig,39.05,18.34,264.93425672,73.6163837151999
maessige Belastung,maessig,34.96,18.02,108.35874214,51.7488299102444
starke Belastung,nicht vorhanden,35.09,17.43,75.98140314,83.3420095211885
maessige Belastung,schwach,33.76,17.91,31.5824465,23.908545639767
maessige Belastung,schwach,34.98,17.97,118.7380994,69.7156608160206
maessige Belastung,maessig,34.89,18,68.45481472,119.743111017457
maessige Belastung,schwach,34.85,17.96,162.9398467,90.4775815545333
maessige Belastung,maessig,34.52,18.03,141.08338128,68.9962990918202
starke Belastung,maessig,35.01,18.14,3029.49992018,348.790926581855
sehr starke Belastung,maessig,38.97,18.78,99.45441486,47.0575048761006
sehr starke Belastung,maessig,37.4,18.02,42.37803962,59.0907057173821
maessige Belastung,schwach,34.72,17.88,40.98080086,27.6782564977167
maessige Belastung,nicht vorhanden,34.62,17.24,97.6760361,59.9403747353488
maessige Belastung,schwach,34.41,17.86,64.7362499,36.9826036236505
sehr starke Belastung,schwach,37.46,17.94,85.1519773,49.8375534015637
maessige Belastung,maessig,34.05,18.01,102.174584,43.0237319464299
maessige Belastung,schwach,34.31,17.57,186.3351907,108.276104501522
maessige Belastung,nicht vorhanden,34.31,16.79,48.2229085,31.4993491229747
maessige Belastung,schwach,33.81,17.99,57.47995054,32.876414720265
sehr starke Belastung,maessig,37.03,18.04,449.40243964,268.315340496866
starke Belastung,nicht vorhanden,36.12,17.45,29.6832824,52.9374535144563
maessige Belastung,nicht vorhanden,34.59,17.32,42.33455466,38.8033070264382
starke Belastung,nicht vorhanden,36.01,17.32,28.64998176,26.8699055439164
sehr starke Belastung,schwach,39.32,17.79,68.5848163,41.3312520315145
maessige Belastung,nicht vorhanden,34.25,17.18,61.84046902,39.6414100149633
starke Belastung,maessig,36.53,18.17,635.38241298,374.732394229975
maessige Belastung,schwach,34.04,17.89,51.7917805,33.5527495202418
starke Belastung,nicht vorhanden,36.42,17.21,114.82776974,98.6147944686362
starke Belastung,nicht vorhanden,36.32,16.95,43.27259858,39.5107148435065
maessige Belastung,schwach,33.81,17.52,51.13915952,62.7358711029544
starke Belastung,nicht vorhanden,35.62,17.48,410.644881,717.49531915999
sehr starke Belastung,nicht vorhanden,37.81,16.99,1302.31712096,348.523737203891
starke Belastung,nicht vorhanden,36.98,17.14,169.23655922,143.486769027815
starke Belastung,nicht vorhanden,36.04,17,104.7559096,43.5582923550847
sehr starke Belastung,nicht vorhanden,37.3,17.28,192.77865862,237.32689638262
maessige Belastung,nicht vorhanden,34.91,16.76,39.7463581,25.4002013339101
starke Belastung,nicht vorhanden,36.62,16.97,763.89478572,230.403028940161
maessige Belastung,nicht vorhanden,34.94,17.34,76.3923382,78.0196482079752
sehr starke Belastung,schwach,38.83,17.52,258.43430312,73.8738049444524
sehr starke Belastung,nicht vorhanden,39.74,17.2,42.7552878,33.9220602038845
sehr starke Belastung,nicht vorhanden,37.66,17.03,5673.95780904,1298.48150981186
starke Belastung,nicht vorhanden,35.65,16.76,569.26434804,137.730372998162
maessige Belastung,nicht vorhanden,34.88,16.43,157.58133612,87.253580291548
sehr starke Belastung,maessig,39.07,18.24,71.3971266,40.6346151895123
sehr starke Belastung,maessig,39.01,18.23,283.9321068,67.8185899988882
maessige Belastung,nicht vorhanden,33.63,17.45,3951.99815186,642.901309259438
maessige Belastung,nicht vorhanden,33.74,16.06,98.78160238,48.3014514045125
maessige Belastung,nicht vorhanden,34.74,16.57,2021.50279054,237.204709615546
sehr starke Belastung,nicht vorhanden,39.01,16.45,67.566646,47.702944386889
maessige Belastung,nicht vorhanden,34.19,15.89,84.83223092,45.143666808419
sehr starke Belastung,nicht vorhanden,37.7,16.72,127.18249,57.0392353038585
maessige Belastung,nicht vorhanden,34.6,17.02,390.55387862,370.278076590369
sehr starke Belastung,nicht vorhanden,37.16,16.55,4211.94552,889.570860248546
maessige Belastung,nicht vorhanden,30.11,16.13,80.9788693,51.3955766811223
maessige Belastung,nicht vorhanden,32.54,15.3,1281.86121456,366.01242155367
maessige Belastung,nicht vorhanden,29.63,14.45,104.4493494,108.542375584325
starke Belastung,nicht vorhanden,35.08,16.18,61.5099025,38.379941323064
sehr starke Belastung,nicht vorhanden,37.54,17.07,28.9325795,21.6579025569945
maessige Belastung,nicht vorhanden,33.93,16.1,256.43742646,109.941764430654
schwache Belastung,nicht vorhanden,25.37,16.93,93.7426069,41.227654921764
maessige Belastung,nicht vorhanden,34.82,16.15,953.87647048,429.937430140824
sehr starke Belastung,nicht vorhanden,38.23,17.02,40.3806575,41.1236457217192
maessige Belastung,schwach,29.29,17.76,100.21503142,52.0200564243579
schwache Belastung,schwach,28.32,17.52,65.01126768,48.0100985369404
schwache Belastung,nicht vorhanden,27.48,16.74,2224.79515516,856.947842358805
schwache Belastung,nicht vorhanden,23.59,17.23,26.91358542,31.0974214390745
maessige Belastung,nicht vorhanden,31.5,17.49,2118.439225,442.126565614241
maessige Belastung,nicht vorhanden,29.44,17.48,1148.9539378,326.544105371295
schwache Belastung,nicht vorhanden,27.54,17.28,358.82291064,96.33931571942
maessige Belastung,schwach,29.54,17.85,1430.35441616,237.596315700204
maessige Belastung,maessig,32.38,18.38,41.7432523,31.9862228466692
maessige Belastung,nicht vorhanden,33.51,16.75,113.5953927,53.4004585014355
maessige Belastung,maessig,33.94,18.31,799.6710159,252.070300384377
maessige Belastung,maessig,31.58,18.12,651.05859584,234.246761015908
maessige Belastung,maessig,32.29,18.29,369.31783708,140.009418370024
maessige Belastung,maessig,32.27,18.94,56.33409074,35.4987989188414
maessige Belastung,maessig,33.29,18.84,445.20011678,110.285176443421
maessige Belastung,maessig,31.23,18.31,3082.1495478,579.134588345933
maessige Belastung,nicht vorhanden,34.22,17.49,106.26412548,119.906456299254
starke Belastung,nicht vorhanden,35.54,17.18,127.39269474,53.7142191525808
maessige Belastung,schwach,33.12,17.97,200.24734356,120.666986034529
starke Belastung,maessig,35.77,18.46,167.32300752,164.40302931484
starke Belastung,maessig,35.68,18.08,81.0975977,38.6078151319594
maessige Belastung,maessig,34.92,18.22,140.8018375,70.6064038141517
maessige Belastung,schwach,34.66,17.92,335.7726363,336.370397524648
starke Belastung,schwach,35.04,17.92,338.7130376,254.179656220447
starke Belastung,schwach,35.26,17.76,755.32985366,254.077562702436
maessige Belastung,schwach,34.5,17.91,35.5434685,28.8211270392258
maessige Belastung,maessig,34.98,18.18,57.50509182,39.3508214216514
maessige Belastung,nicht vorhanden,34.34,17.43,69.5701726,38.4125423201281
maessige Belastung,maessig,30.97,18.13,457.35029616,98.2088328137296
maessige Belastung,maessig,34.98,18.26,40.9157535,26.9824419195253
maessige Belastung,maessig,33.82,18.03,313.77195832,140.788861822825
starke Belastung,maessig,35.44,18.35,2761.79516022,330.398227339153
starke Belastung,schwach,35.86,17.75,215.48113284,124.874643717029
sehr starke Belastung,maessig,39.17,18.57,141.6495045,84.9157512382906
starke Belastung,maessig,35.33,18.45,201.70014028,98.8388142888413
maessige Belastung,maessig,33.4,18.53,84.72889984,55.4570046142872
sehr starke Belastung,maessig,37.63,18.45,170.57995378,172.579160368275
starke Belastung,maessig,36.71,18.27,202.23054362,68.9871723733664
maessige Belastung,nicht vorhanden,30.24,17.38,492.64077954,231.105122065942
maessige Belastung,maessig,34.96,18.02,151.472329,60.5521319052119
starke Belastung,maessig,35.57,18.17,1211.43258668,217.764881047608
starke Belastung,maessig,35.06,18.1,68.1175288,151.539169934268
extreme Belastung,maessig,41.61,18.84,41.0691032,27.1000348575382
starke Belastung,maessig,36.08,18.18,1255.4072515,193.21026138838
sehr starke Belastung,maessig,37.09,18.06,352.08916582,148.046579081644
starke Belastung,maessig,36.53,18.23,424.0858067,131.253634810966
starke Belastung,maessig,35.84,18.21,164.5639936,98.3484871380583
sehr starke Belastung,maessig,38.89,18.6,1144.44351112,357.894519036331
starke Belastung,maessig,36.49,18.09,56.20210322,38.6058881473713
sehr starke Belastung,maessig,38.66,18.18,942.8811355,320.700511981094
starke Belastung,maessig,36.69,18.04,206.911158,269.132745651087
sehr starke Belastung,maessig,39.95,18.25,136.1504062,118.808432460686
starke Belastung,maessig,35.32,18.01,63.8665725,42.810774354214
starke Belastung,maessig,36.8,18.09,2854.18931518,232.053566856959
starke Belastung,maessig,36.87,18.13,2341.28288014,256.510327423692
sehr starke Belastung,maessig,40.16,18.86,1418.69884076,344.66125960739
sehr starke Belastung,maessig,39.85,18.69,331.95138206,129.855905282478
sehr starke Belastung,maessig,38.38,18.18,120.9621898,57.02003351123
sehr starke Belastung,maessig,37.95,18.51,184.7087834,73.4366515843162
starke Belastung,maessig,36.27,18.17,94.09887496,58.8155077600745
sehr starke Belastung,maessig,40.01,18.81,350.35123322,293.690050059456
extreme Belastung,maessig,41.3,18.76,135.05281138,114.757709518696
sehr starke Belastung,maessig,38.92,18.55,878.25719968,272.031042332486
sehr starke Belastung,maessig,40.19,18.67,122.0376433,55.6862695994013
sehr starke Belastung,maessig,37.56,18.44,280.10328698,281.037080642026
starke Belastung,maessig,36.9,18.22,385.38128784,151.073223652213
sehr starke Belastung,maessig,38.78,18.39,225.3344414,93.577038487448
sehr starke Belastung,maessig,38.9,18.27,0.12672506,12.5660585079414
starke Belastung,maessig,35.74,18.19,5168.31288928,412.877126958996
sehr starke Belastung,maessig,39.26,18.73,45.89107448,49.7509772896076
sehr starke Belastung,maessig,38.31,18.38,95.36456046,44.056916916044
sehr starke Belastung,maessig,38.81,18.44,61.1137992,81.2164502054204
maessige Belastung,nicht vorhanden,34.05,17.44,37.33679206,24.1089053949604
sehr starke Belastung,maessig,38.73,18.44,1062.4062725,248.547581064687
sehr starke Belastung,maessig,37.99,18.29,5335.61293014,1630.41790847041
starke Belastung,schwach,36.4,17.97,1154.24012052,157.39198719626
sehr starke Belastung,maessig,37.77,18.14,603.5141838,103.434767475251
sehr starke Belastung,maessig,37.43,18.03,728.19125094,219.462863044642
starke Belastung,maessig,36.92,18.01,134.48238784,69.6574099120843
sehr starke Belastung,maessig,37.37,18.02,30.641944,41.8063915362421
sehr starke Belastung,maessig,37.37,18.02,69.8047086,45.8624412108487
sehr starke Belastung,maessig,39.51,18.79,31.19286566,27.9859864653182
sehr starke Belastung,maessig,39.27,18.77,327.54605676,273.205270796382
sehr starke Belastung,maessig,38.15,18.67,754.33277464,264.031955479118
sehr starke Belastung,maessig,38.33,18.55,173.86213548,94.2905255844552
sehr starke Belastung,maessig,39.15,18.72,55.1272724,30.2872729100675
sehr starke Belastung,maessig,39.06,18.36,293.77607416,285.931483269981
sehr starke Belastung,maessig,38.68,18.43,100.53732854,46.0855074174955
starke Belastung,maessig,36.72,18.28,66.0686645,32.8831134014554
sehr starke Belastung,maessig,39.65,18.84,3218.1139044,304.177566951605
sehr starke Belastung,schwach,37.48,17.75,163.65432924,121.072550432223
starke Belastung,nicht vorhanden,36.3,17.41,203.55043974,80.8220624359448
maessige Belastung,schwach,34.4,17.74,215.09408582,68.5499829322242
sehr starke Belastung,maessig,40.15,18.66,2991.0820954,682.37428427491
starke Belastung,nicht vorhanden,35.04,16.69,70.580162,43.696334026967
starke Belastung,nicht vorhanden,36.97,16.19,298.27432184,245.099576211087
maessige Belastung,nicht vorhanden,34.73,17.38,484.34343922,131.949343635904
maessige Belastung,nicht vorhanden,34.84,17.13,150.2211777,94.9295260880776
starke Belastung,nicht vorhanden,36.34,17.39,86.9560069,40.1813757374372
sehr starke Belastung,nicht vorhanden,37.19,17.16,131.0220873,49.7311069777734
maessige Belastung,nicht vorhanden,33.21,15.79,48.239091,27.4046226810888
maessige Belastung,nicht vorhanden,33.6,15.56,96.9488345,44.992827985075
starke Belastung,schwach,36.2,17.55,301.07651432,150.186563629709
maessige Belastung,nicht vorhanden,33.81,16.77,134.8730025,53.3450039152867
sehr starke Belastung,schwach,37.96,17.57,182.80075576,61.778724692814
maessige Belastung,nicht vorhanden,34.68,15.93,1283.16082908,333.313650562707
maessige Belastung,nicht vorhanden,33.77,16.96,104.76522014,51.5509383924579
maessige Belastung,nicht vorhanden,33.79,15.6,11947.29092802,830.284919693036
maessige Belastung,nicht vorhanden,33.48,15.54,32.26451164,23.5977125784048
starke Belastung,nicht vorhanden,35.68,13.87,217.78167102,95.0287129298219
maessige Belastung,nicht vorhanden,32.23,15.86,29.70997274,27.8185148295256
starke Belastung,nicht vorhanden,35.51,16.7,76.5612343,41.3348924586326
maessige Belastung,nicht vorhanden,34.5,15.02,2416.10562366,333.723935985549
maessige Belastung,nicht vorhanden,34.6,15.88,245.19125288,130.255948815411
maessige Belastung,nicht vorhanden,33.98,16.08,59.8742737,88.4075024841821
maessige Belastung,nicht vorhanden,34.01,16.39,489.32158464,207.300208752802
sehr starke Belastung,nicht vorhanden,38.16,16.94,260.55185454,133.881762231644
sehr starke Belastung,nicht vorhanden,38.1,16.92,80.05771982,42.9161892766498
maessige Belastung,nicht vorhanden,34.39,15.86,447.52718856,188.064165248411
starke Belastung,nicht vorhanden,36.69,16.62,370.05982042,174.036093301336
starke Belastung,nicht vorhanden,36.52,16.46,1170.25386128,177.316030480562
sehr starke Belastung,nicht vorhanden,37.74,16.52,496.74447396,270.129067879297
maessige Belastung,nicht vorhanden,33.69,15.98,1282.88603694,179.702594458608
maessige Belastung,nicht vorhanden,33.93,15.78,47.8812033,68.1508753899872
sehr starke Belastung,nicht vorhanden,38.26,16.91,1158.11875504,195.779068014661
maessige Belastung,nicht vorhanden,33.44,16.35,36.878051,25.4751444217782
sehr starke Belastung,nicht vorhanden,37.12,16.98,171.02792128,88.0245011172108
maessige Belastung,nicht vorhanden,33.85,16.85,100.5347075,46.1134077704338
starke Belastung,nicht vorhanden,35.69,16.3,125.46003692,62.0421244372735
starke Belastung,nicht vorhanden,36.16,16.88,644.7400164,192.373408828899
starke Belastung,nicht vorhanden,36.84,15.98,50.4169863,36.349971182633
maessige Belastung,nicht vorhanden,34.09,15.75,195.352839,85.1288529730825
sehr starke Belastung,nicht vorhanden,38.48,13.84,66.661619,32.9309636451512
sehr starke Belastung,nicht vorhanden,37.2,16.36,287.63692142,171.808082085982
starke Belastung,nicht vorhanden,36.02,15.6,31.3307634,77.9416872129056
maessige Belastung,schwach,29.71,17.97,56.44384116,29.1987024820472
maessige Belastung,schwach,29.58,17.77,664.7735439,109.557585944129
maessige Belastung,nicht vorhanden,33.12,16.41,29.0949588,21.9924234105437
maessige Belastung,maessig,31.21,18.03,93.12717448,83.8952916244713
maessige Belastung,nicht vorhanden,31.23,17.05,428.97738662,189.448400472398
schwache Belastung,nicht vorhanden,25.98,17.11,63.28315356,36.6429193750055
maessige Belastung,nicht vorhanden,34.21,15.82,664.14892118,209.403335105616
maessige Belastung,maessig,34.21,18.05,122.7350232,64.4589313001909
maessige Belastung,schwach,29.61,17.58,121.63440014,74.506191187417
maessige Belastung,nicht vorhanden,32.28,17.32,112.2854395,43.7979253242964
maessige Belastung,nicht vorhanden,32.32,16.81,164.54981198,333.532697068577
maessige Belastung,nicht vorhanden,33.78,16.55,1136.9610305,517.605984048607
maessige Belastung,nicht vorhanden,30.45,16.88,105.9951959,49.2317806991277
maessige Belastung,nicht vorhanden,34.2,15.8,222.3753344,204.724984745819
maessige Belastung,nicht vorhanden,33.45,17.26,213.99429764,179.486574770034
maessige Belastung,nicht vorhanden,33.7,17.34,31.9355415,26.7025219549672
sehr starke Belastung,schwach,37.45,17.8,69.3821414,41.0891043095121
sehr starke Belastung,nicht vorhanden,37.8,17.47,210.17186402,95.5142720575607
maessige Belastung,nicht vorhanden,32.64,17.27,3096.14354606,302.188005462071
maessige Belastung,nicht vorhanden,33.38,15.99,49.90793014,43.1311888969634
maessige Belastung,nicht vorhanden,34.29,17.42,364.30626182,299.528845601249
maessige Belastung,nicht vorhanden,34.69,17.2,69.93485708,174.32618805648
schwache Belastung,nicht vorhanden,27.34,15.92,180.33453352,75.0464156002238
maessige Belastung,nicht vorhanden,33,15.81,1169.54887906,391.097800137367
starke Belastung,nicht vorhanden,36.56,17.38,117.37090358,63.8873015751475
maessige Belastung,nicht vorhanden,33.65,16.55,6831.42587572,535.941412806916
maessige Belastung,nicht vorhanden,33.21,17.09,10016.19145546,694.780118755725
maessige Belastung,nicht vorhanden,32.17,17.17,153.33745042,127.991633958561
maessige Belastung,nicht vorhanden,31.56,15.84,61.6991608,53.1741515871759
starke Belastung,nicht vorhanden,35.71,16.56,472.59665634,93.6332647837545
maessige Belastung,nicht vorhanden,33.63,16.46,137.3671564,84.6743790493567
maessige Belastung,nicht vorhanden,31.66,16.02,26.089228,24.7906703784814
maessige Belastung,nicht vorhanden,30.61,15.73,672.74432804,139.531500980467
maessige Belastung,nicht vorhanden,32.63,16.21,290.7531572,256.194137331072
maessige Belastung,nicht vorhanden,32.82,15.95,350.3861493,199.178322481975
starke Belastung,nicht vorhanden,36.23,16.28,1334.4169794,392.053543299512
maessige Belastung,nicht vorhanden,34.49,17,382.01028872,312.725071916998
maessige Belastung,nicht vorhanden,30.96,16.17,4212.2467256,498.217223430875
maessige Belastung,nicht vorhanden,30.56,16.96,194.49626242,105.201501582569
keine Belastung,nicht vorhanden,18.76,16.31,1471.58401918,523.017613685061
maessige Belastung,schwach,30.87,17.74,1537.56345782,189.28306711501
maessige Belastung,schwach,31.7,17.98,230.41442534,121.37103342804
sehr starke Belastung,maessig,38.1,18.62,64.7152661,33.5912635641884
starke Belastung,maessig,35.93,18.38,212.19632092,110.342181582485
sehr starke Belastung,maessig,39.29,18.69,1198.38620144,449.106952423975
maessige Belastung,schwach,34.94,17.95,4580.45059112,572.151371631514
starke Belastung,hoch,35.26,19.06,102.9602349,62.9443271021607
maessige Belastung,schwach,32.2,17.55,567.73002662,329.583752680397
sehr starke Belastung,maessig,39.77,18.62,94.277648,49.1381099042216
schwache Belastung,nicht vorhanden,28.77,16.95,53.3408004,77.3601316367247
sehr starke Belastung,maessig,39.61,18.6,703.99874194,219.266784668817
starke Belastung,nicht vorhanden,36.96,17.39,1642.1580803,394.329701919318
sehr starke Belastung,schwach,38.83,17.99,81.82009962,45.0863049316279
starke Belastung,maessig,35.75,18.07,101.81036328,54.3977957603997
starke Belastung,maessig,35.53,18.09,141.25335192,119.556510311949
starke Belastung,nicht vorhanden,35.05,17.47,1968.28969148,420.054637046259
starke Belastung,nicht vorhanden,35.5,17.27,316.00286706,216.629369027591
sehr starke Belastung,maessig,38.26,18.75,809.97015264,253.085065006721
sehr starke Belastung,maessig,38.13,18.49,617.62807882,499.570343054794
sehr starke Belastung,maessig,38.59,18.24,326.99631096,104.204267896935
sehr starke Belastung,maessig,38.07,18.39,569.34287312,205.788617041388
sehr starke Belastung,maessig,38.39,18.34,5405.71128992,305.762356663754
sehr starke Belastung,schwach,37.32,17.71,1399.31517188,208.145291628659
maessige Belastung,nicht vorhanden,33.51,17.34,9693.87538492,2107.43640166205
sehr starke Belastung,maessig,39.92,18.79,33.49131652,26.957184461484
sehr starke Belastung,maessig,37.77,18.44,499.07309344,174.996616143223
starke Belastung,maessig,36.88,18.3,65.715086,178.077114189334
schwache Belastung,nicht vorhanden,27.16,16.66,28.3956879,105.268205386915
starke Belastung,maessig,36.11,18.03,63.6424058,49.6363348843986
schwache Belastung,nicht vorhanden,28.52,16.76,270.07797422,278.182233105736
starke Belastung,maessig,35.7,18.06,12295.9970688,1005.05582360476
maessige Belastung,nicht vorhanden,29.07,16.58,72.14779938,62.9603895852527
starke Belastung,nicht vorhanden,36.56,16.67,359.0245746,89.7632545826131
starke Belastung,nicht vorhanden,35.37,16.57,180.3853882,81.1566565829581
maessige Belastung,nicht vorhanden,34.7,16.47,98.50897396,62.490165745448
maessige Belastung,nicht vorhanden,34.79,16.28,13914.91744176,895.303200633734
starke Belastung,nicht vorhanden,36.29,16.55,443.48833934,319.873589098766
maessige Belastung,nicht vorhanden,31.74,16.81,158.36964948,74.3756494324318
maessige Belastung,nicht vorhanden,33.16,15.65,235.0951667,219.669442018476
maessige Belastung,nicht vorhanden,30.23,16.07,92.7343932,41.9316630524779
maessige Belastung,nicht vorhanden,31.26,15.51,60.63097714,163.982627026989
schwache Belastung,nicht vorhanden,28.03,15.93,2015.09119952,789.738984011526
starke Belastung,nicht vorhanden,36.85,16.75,1288.93252888,422.244132213618
sehr starke Belastung,nicht vorhanden,37.1,17.48,65.0770012,39.2549835785529
maessige Belastung,nicht vorhanden,34.28,16.16,75.3578924,100.434282180223
maessige Belastung,nicht vorhanden,33.18,16.07,2893.8429916,226.301135757171
sehr starke Belastung,schwach,38.16,17.5,351.79386266,135.434013411797
maessige Belastung,nicht vorhanden,33.54,16.93,294.2447729,84.2078205659942
maessige Belastung,nicht vorhanden,33.97,16.97,86.3410679,74.3063109561215
sehr starke Belastung,nicht vorhanden,37.27,16.71,178.20514568,96.4590250294077
starke Belastung,nicht vorhanden,36.28,16.78,1224.79557372,405.375376615494
starke Belastung,nicht vorhanden,36.21,16.87,312.27126638,409.558634515536
maessige Belastung,nicht vorhanden,33.36,16.85,31.58252102,24.8038105769222
maessige Belastung,nicht vorhanden,30.68,16.47,193.2483015,133.882977363209
sehr starke Belastung,nicht vorhanden,37.1,16.88,92.06289516,53.1257872569353
starke Belastung,nicht vorhanden,35.68,16.02,698.69486136,282.42851759381
sehr starke Belastung,nicht vorhanden,37.65,16.63,715.13414304,224.052945473181
maessige Belastung,nicht vorhanden,33.19,17.09,346.16161784,353.523821163657
starke Belastung,nicht vorhanden,35.48,16.75,88.84969522,70.2432487136692
maessige Belastung,nicht vorhanden,34.3,16.43,25.8334049,23.1907685097851
maessige Belastung,nicht vorhanden,33.22,16.45,799.71769714,430.415369822275
maessige Belastung,nicht vorhanden,29.93,17.13,172.08631398,100.419643811942
maessige Belastung,nicht vorhanden,29.78,16.49,55.32379896,39.318640187462
maessige Belastung,nicht vorhanden,33.7,15.33,86.0183823,116.342122399784
maessige Belastung,nicht vorhanden,34.87,15.53,86.05879492,116.021295169543
starke Belastung,nicht vorhanden,35.77,15.9,94.3028483,128.00495795294
maessige Belastung,nicht vorhanden,34.38,16.56,545.73444458,209.19493629041
maessige Belastung,nicht vorhanden,33.43,16.53,31.5640932,33.8384304427263
keine Belastung,nicht vorhanden,22.7,16.47,1550.19704582,528.190814861191
maessige Belastung,nicht vorhanden,33.04,16.89,32.098078,24.9320093102108
sehr starke Belastung,nicht vorhanden,37.52,16.65,620.8853875,215.499676701993
starke Belastung,nicht vorhanden,36.78,17.21,207.0269035,116.345697143598
schwache Belastung,nicht vorhanden,28.57,15.77,583.55290288,187.060102409387
keine Belastung,nicht vorhanden,19.09,17.19,2187.12598914,711.409159313249
maessige Belastung,schwach,31,17.69,184.48497416,112.991465471621
maessige Belastung,nicht vorhanden,30.22,17.29,1366.67941318,327.983276579335
schwache Belastung,schwach,28.85,17.54,765.61063024,119.653251500791
maessige Belastung,nicht vorhanden,34.42,17.16,2269.29292296,223.33225775051
schwache Belastung,nicht vorhanden,25.92,17.27,486.39922374,120.171453822405
maessige Belastung,nicht vorhanden,32.65,17.44,1614.23818096,465.281289065405
keine Belastung,maessig,21.57,18.24,140.75439602,150.247716507915
schwache Belastung,schwach,23.41,17.97,196.33324658,102.974326738868
maessige Belastung,maessig,31.93,18.46,5484.59122808,929.932726532187
sehr starke Belastung,maessig,38.19,18.57,175.30897668,64.4580526065719
starke Belastung,maessig,35.75,18.05,2487.12141098,265.724815804351
maessige Belastung,schwach,32.61,17.62,433.67186048,449.742499285611
starke Belastung,schwach,35.41,17.75,3586.93294916,399.854801608109
sehr starke Belastung,maessig,40.3,18.66,70.922915,73.4482338419247
sehr starke Belastung,maessig,39.68,18.59,46.71208076,37.6266898251938
maessige Belastung,nicht vorhanden,31.39,17.31,1515.95763638,291.279125212625
starke Belastung,schwach,35.79,17.99,2059.0767675,987.865105506782
maessige Belastung,nicht vorhanden,30.21,17.42,269.12238152,94.3591331266841
maessige Belastung,nicht vorhanden,29.81,17.48,77.01169922,64.4169956845267
maessige Belastung,schwach,34.21,17.83,33.67465334,39.7421889235772
starke Belastung,maessig,35.95,18.14,163.26168188,153.892574425994
starke Belastung,maessig,35.35,18.52,514.27101838,307.089489992015
starke Belastung,maessig,35.7,18.14,3290.35603214,271.560069477455
maessige Belastung,maessig,33.72,18.36,10109.99512802,670.354723837991
maessige Belastung,maessig,33.68,18.32,197.27415238,83.904524781825
starke Belastung,maessig,35,18.16,3141.8522224,300.224184654262
maessige Belastung,maessig,32.41,18.6,399.07469202,230.367185880833
starke Belastung,hoch,36.94,19.09,38.67495706,56.3287847872914
starke Belastung,schwach,36.02,17.85,379.0283777,223.307107594598
starke Belastung,maessig,36.13,18.82,528.4727857,186.028479575975
starke Belastung,maessig,35.71,18.49,430.80650404,241.258917542155
starke Belastung,maessig,35.24,18.17,214.407499,67.6260699348741
starke Belastung,maessig,35.58,18.26,139.44294246,117.384987086502
starke Belastung,maessig,35.68,18.15,9723.12425338,622.801394401072
sehr starke Belastung,maessig,38.71,18.72,1717.54833112,438.063909295038
maessige Belastung,nicht vorhanden,32.89,17.15,63.8567978,50.209063728486
