PET_KLASSE,NACHTBELAS,PET_MITTEL,T2M_MITTEL,SHAPE.AREA,SHAPE.LEN
extreme Belastung,maessig,41.28,18.57,46.30654484,31.0405303781956
sehr starke Belastung,maessig,38.53,18.05,866.73026936,207.308329021598
sehr starke Belastung,maessig,39.02,18.25,1028.28818122,1081.87474076486
maessige Belastung,nicht vorhanden,32.05,16.61,391.0233172,201.351949186199
starke Belastung,nicht vorhanden,35.71,15.37,241.93908038,103.832896185374
schwache Belastung,nicht vorhanden,28.15,17.09,132.41477884,137.255071570762
starke Belastung,schwach,35.01,17.94,285.14945804,142.184536523811
maessige Belastung,nicht vorhanden,31.87,16.76,192.4136268,120.057417549288
maessige Belastung,schwach,29.69,17.62,27.9298964,36.7807097355801
maessige Belastung,nicht vorhanden,33.33,17.42,122.38985422,63.5259408481583
starke Belastung,maessig,35.66,18.06,37.89773552,28.8484126233145
maessige Belastung,nicht vorhanden,33.79,16.87,128.96301842,178.754914215611
sehr starke Belastung,maessig,39.32,18.23,29.26410164,26.0792015328246
maessige Belastung,maessig,34.61,18.13,757.3666588,182.376639275796
maessige Belastung,maessig,34.63,18.14,291.9343671,379.783542156562
maessige Belastung,schwach,34.95,17.96,52.9080665,31.2653973396447
starke Belastung,schwach,36.23,17.86,32.0084589,22.7318598394018
starke Belastung,schwach,35.53,17.95,893.09031986,145.117602884501
starke Belastung,maessig,35.41,18.22,36.9231196,28.4635623262328
starke Belastung,schwach,35.23,17.69,74.9844557,42.0763651589458
starke Belastung,schwach,35.76,17.91,185.5641483,201.264188793149
maessige Belastung,nicht vorhanden,34.37,17.24,731.64777226,140.000302894173
sehr starke Belastung,maessig,39.8,18.23,40.0432531,31.6841150627734
sehr starke Belastung,maessig,39.53,18.03,48.50682274,41.1733067284773
maessige Belastung,nicht vorhanden,33.96,16.47,1715.50141942,252.211199083992
maessige Belastung,nicht vorhanden,34.22,16.61,66.51018808,54.7520417346273
starke Belastung,schwach,35.3,17.66,491.87219974,112.702950218802
maessige Belastung,schwach,34.41,17.55,229.7552489,108.936575882256
starke Belastung,schwach,35.62,17.67,249.88093336,177.158663102577
maessige Belastung,maessig,34.13,18.06,253.34167794,153.512219163772
sehr starke Belastung,schwach,38.49,17.81,187.80095078,88.2274648593336
maessige Belastung,schwach,33.82,17.77,25.9781672,29.2151746457836
starke Belastung,maessig,36.77,18.14,58.70940698,40.2503778410435
starke Belastung,schwach,36.87,17.67,353.17199836,271.171493951799
sehr starke Belastung,maessig,37.13,18.29,40.1856504,26.7678721917693
maessige Belastung,schwach,33.82,17.6,106.5995241,50.5063972562308
sehr starke Belastung,schwach,37.83,17.82,1604.63077646,303.897364631208
maessige Belastung,schwach,33.99,17.86,32.23975738,28.5773471527546
maessige Belastung,maessig,34.29,18.01,102.8487155,66.7049191812677
maessige Belastung,nicht vorhanden,34.17,17.33,75.7191445,49.0511168938203
maessige Belastung,nicht vorhanden,34.73,16.61,9227.7904908,469.163697470571
sehr starke Belastung,nicht vorhanden,38.74,17.39,72.16954778,63.0188224909534
starke Belastung,schwach,35.21,17.53,94.42003788,79.1107240059821
maessige Belastung,schwach,34.5,17.56,8912.84670156,686.891333497118
maessige Belastung,nicht vorhanden,33.26,17.34,155.5072834,101.154478172551
maessige Belastung,schwach,33.01,17.53,36.3824795,25.5234505374747
maessige Belastung,nicht vorhanden,34.88,16.68,26.3573033,20.6323020096061
maessige Belastung,nicht vorhanden,34.93,16.57,564.71053282,236.552616578908
maessige Belastung,nicht vorhanden,33.63,16.51,29.423065,50.5680684550477
sehr starke Belastung,nicht vorhanden,38.43,16.98,224.5419326,65.5120291818853
starke Belastung,nicht vorhanden,35.14,16.78,59.6347049,45.8721688885464
starke Belastung,schwach,35.6,17.59,373.8633927,79.100372733415
starke Belastung,nicht vorhanden,35.14,16.56,7304.83899206,591.866711236739
sehr starke Belastung,nicht vorhanden,37.19,16.79,364.54892448,112.552998808201
maessige Belastung,nicht vorhanden,34.52,16.29,271.70350622,95.3047837900371
starke Belastung,nicht vorhanden,35.09,16.08,193.95987324,88.5032607148887
sehr starke Belastung,schwach,37.98,17.75,328.47551662,110.545476039063
maessige Belastung,nicht vorhanden,34.61,17.19,42.814039,39.3571973450679
starke Belastung,nicht vorhanden,35.65,16.84,309.25603196,249.678377084502
maessige Belastung,nicht vorhanden,34.33,17.36,71.533647,49.1056505656636
sehr starke Belastung,schwach,37.53,17.61,529.1819661,239.409957278472
starke Belastung,nicht vorhanden,35.76,16.71,752.5983147,359.081565675549
maessige Belastung,nicht vorhanden,34.89,16.03,2885.39366926,440.845647408811
starke Belastung,nicht vorhanden,36.15,16.47,2811.27590156,811.664309275242
maessige Belastung,nicht vorhanden,33.96,16.33,42929.0925229,2647.91512530537
starke Belastung,nicht vorhanden,35.05,16.83,50.7056675,30.0094376586492
maessige Belastung,nicht vorhanden,33.44,16.32,40.4307177,55.1675645577386
maessige Belastung,nicht vorhanden,33.43,16.31,153.1010822,64.0789203635428
maessige Belastung,nicht vorhanden,32.53,14.93,224.0173793,155.468705045532
starke Belastung,nicht vorhanden,35.58,16.51,413.50611448,551.090483762259
sehr starke Belastung,nicht vorhanden,37.04,16.57,1021.35263008,315.027416442772
maessige Belastung,nicht vorhanden,34,15.98,66.84485698,44.7269892465821
schwache Belastung,schwach,27.73,17.7,1246.5361171,141.315477358132
starke Belastung,nicht vorhanden,36.49,16.48,390.39145186,317.545259153963
maessige Belastung,schwach,30.96,17.76,249.19586916,175.318426346042
maessige Belastung,nicht vorhanden,32.54,17.4,28.26251092,23.9750117727794
schwache Belastung,nicht vorhanden,25.82,17.15,359.24898882,100.683767135072
schwache Belastung,schwach,28.62,17.87,160.9914751,71.5309164655184
maessige Belastung,schwach,32.86,17.6,51.00830404,69.3669488463545
maessige Belastung,nicht vorhanden,31.34,17.22,324.29370172,145.539370418825
schwache Belastung,maessig,25.72,18.23,1239.43703674,666.602865127124
maessige Belastung,schwach,31.18,17.52,294.57315346,215.692153471184
maessige Belastung,maessig,33.82,18.41,1534.77606808,647.917970619308
schwache Belastung,schwach,27.57,17.79,370.54998356,248.01344950552
starke Belastung,schwach,35.12,17.98,1081.3289729,375.389203207078
starke Belastung,nicht vorhanden,35.02,17.38,61.9384929,35.7980995839964
starke Belastung,maessig,36.12,18.48,242.12149628,193.289901579049
maessige Belastung,schwach,34.12,17.51,2322.51057428,275.174009035043
maessige Belastung,schwach,33.47,17.8,320.68245074,86.3162298847166
starke Belastung,maessig,35.08,18.63,51.52569176,32.7140802088841
maessige Belastung,maessig,32.92,18.25,83.52470394,75.1673289102369
starke Belastung,maessig,35.6,18.42,4363.12542062,392.132008413872
maessige Belastung,schwach,33.47,17.5,242.06148514,242.014904684446
maessige Belastung,nicht vorhanden,34.07,17.36,3660.97642314,395.359846077804
starke Belastung,maessig,35.66,18.06,4335.68182994,645.878464325237
sehr starke Belastung,maessig,39.25,18.53,2700.55773762,381.604869984434
starke Belastung,maessig,36.31,18.28,825.52288994,284.810190637282
sehr starke Belastung,maessig,38.84,18.75,286.39057888,209.723789823748
sehr starke Belastung,schwach,38.73,17.77,150.38437848,49.1336092141555
starke Belastung,maessig,35.69,18.18,2505.26659306,265.096195686122
starke Belastung,maessig,35.93,18.21,157.668171,160.656610386906
starke Belastung,maessig,36.07,18.18,63.570943,33.617042721054
starke Belastung,maessig,35.99,18.18,2219.68687656,211.596750788023
starke Belastung,schwach,36.63,17.96,56.5068715,49.4437378862044
starke Belastung,maessig,36.57,18.11,55.89965864,37.4044827786158
starke Belastung,maessig,35.28,18.09,34.97270842,36.1190638772531
sehr starke Belastung,maessig,37.06,18.05,8932.69512422,992.172095312468
starke Belastung,maessig,36.66,18.3,5759.23815852,453.085581304923
starke Belastung,maessig,35.79,18.34,89.69985674,120.086712899757
sehr starke Belastung,maessig,37.92,18.2,486.40670224,347.20451527844
sehr starke Belastung,maessig,37.33,18.08,265.2353472,94.6648516280986
sehr starke Belastung,maessig,37.45,18.08,1813.09849324,203.755422887276
starke Belastung,maessig,36.48,18.01,93.85322044,45.2625386525933
sehr starke Belastung,maessig,37.76,18.1,165.4876406,137.655467041791
sehr starke Belastung,maessig,38.51,18.14,696.71895868,435.641681336876
sehr starke Belastung,maessig,37.65,18.32,573.47839228,203.057248927457
starke Belastung,schwach,36.05,17.97,130.30098994,62.0896128042884
sehr starke Belastung,maessig,37.68,18.39,998.49719048,379.951361475964
sehr starke Belastung,maessig,39.9,18.62,202.3503006,83.9778824790382
starke Belastung,schwach,36.29,17.99,8748.98993298,737.282927722528
sehr starke Belastung,maessig,38.72,18.62,122.3988346,114.852260419609
sehr starke Belastung,maessig,38.49,18.19,5125.81217008,1581.46839161605
starke Belastung,maessig,36.59,18.18,9042.38409956,663.624456801295
sehr starke Belastung,maessig,37.06,18.05,286.31491094,76.4961405305089
starke Belastung,maessig,36.3,18.11,680.69558292,106.820397552906
starke Belastung,maessig,36.1,18.18,69.3392415,36.7716496831079
sehr starke Belastung,maessig,38.45,18.4,1657.802124,477.889668100295
sehr starke Belastung,maessig,39.26,18.73,228.71798802,65.8397891636429
starke Belastung,maessig,36.05,18.6,103.1598176,70.160539551669
sehr starke Belastung,maessig,39.25,18.65,48.8188272,29.7673470336192
starke Belastung,schwach,36.7,17.93,166.775469,117.389713374446
starke Belastung,maessig,36.17,18.1,392.23985916,266.357413150788
starke Belastung,schwach,35.8,17.82,243.47598312,66.4690446273467
sehr starke Belastung,maessig,38.44,18.18,108.059807,54.163341307394
starke Belastung,maessig,35.45,18.17,631.84278134,171.584160461771
starke Belastung,schwach,35.84,17.78,5540.1965681,520.764058815249
starke Belastung,schwach,35.64,17.84,4866.8847108,468.367681137201
sehr starke Belastung,maessig,37.25,18.32,82.5032588,51.9737229549682
sehr starke Belastung,maessig,39.72,18.24,626.3808547,150.894505892401
sehr starke Belastung,maessig,37.78,18.03,456.65141442,108.607254107193
sehr starke Belastung,maessig,39.72,18.49,704.51477562,471.368209468906
maessige Belastung,nicht vorhanden,34.28,17.43,204.41116752,95.7612329993332
sehr starke Belastung,maessig,39.04,18.62,276.78480142,188.336922158489
sehr starke Belastung,maessig,39.51,18.57,5507.17411746,1179.10870142237
sehr starke Belastung,maessig,38.22,18.64,46.7742998,29.3668272957834
starke Belastung,maessig,36.37,18.1,251.55719012,81.2080009401903
starke Belastung,maessig,35.72,18.04,724.93322004,117.193413104968
sehr starke Belastung,maessig,39.6,18.78,108.19234822,56.9726370421855
sehr starke Belastung,maessig,38.55,18.65,3993.47310778,733.757673030741
maessige Belastung,nicht vorhanden,31.83,16.55,1151.85616776,898.123704081722
sehr starke Belastung,maessig,37.89,18.58,1181.52475792,285.528338337309
maessige Belastung,schwach,34.95,17.74,927.44549542,434.904263411525
starke Belastung,nicht vorhanden,35.51,16.08,617.75828478,408.772484797434
starke Belastung,nicht vorhanden,35.36,16.72,190.5072595,108.061975452937
starke Belastung,nicht vorhanden,35.73,16.77,43.189399,31.7603281204465
keine Belastung,nicht vorhanden,20.68,16.42,69.37020836,235.469000138227
maessige Belastung,nicht vorhanden,33.93,15.66,39.82888792,29.6702223566263
starke Belastung,nicht vorhanden,35.84,17.34,35.2252043,34.7628535187272
maessige Belastung,nicht vorhanden,33.77,16.88,48.53156712,34.8351838155574
sehr starke Belastung,schwach,38.71,17.6,39.2229445,32.1141732384202
maessige Belastung,nicht vorhanden,34.84,15.81,73.3470504,47.9040419373499
starke Belastung,nicht vorhanden,36.11,16.67,141.18697444,194.366286648021
maessige Belastung,nicht vorhanden,33.56,17.17,93.3224515,80.3545555806005
maessige Belastung,nicht vorhanden,34.39,17.25,56.04763378,42.5487422209756
maessige Belastung,nicht vorhanden,34.32,15.33,3379.44163422,409.054516067168
starke Belastung,nicht vorhanden,35.83,17.31,2120.47453162,674.415997440293
starke Belastung,nicht vorhanden,35.13,17.02,148.3784404,54.6443687501739
maessige Belastung,nicht vorhanden,33.7,15.62,134.81361728,46.5419240605788
maessige Belastung,nicht vorhanden,34.36,16.81,59.19156862,41.350178196727
starke Belastung,nicht vorhanden,35.94,16.07,315.39642592,142.849455848966
sehr starke Belastung,nicht vorhanden,38.6,17.33,199.4631551,62.8405948937545
starke Belastung,nicht vorhanden,36.81,16.22,123.01365062,109.380277821173
maessige Belastung,nicht vorhanden,34.19,15.85,57.7121275,85.1732280938365
maessige Belastung,nicht vorhanden,33.31,16.54,140.08783686,95.5810356280426
sehr starke Belastung,nicht vorhanden,37.18,16.61,34.44801586,43.6268167673353
starke Belastung,nicht vorhanden,36.38,16.85,38.1084901,34.604550147455
starke Belastung,nicht vorhanden,36.28,16.55,216.89318738,167.915245251519
maessige Belastung,nicht vorhanden,34.3,16.18,650.30017842,123.607338214596
starke Belastung,nicht vorhanden,35.34,16.07,123.5856342,140.331854641715
starke Belastung,nicht vorhanden,35.83,16.67,403.63974178,228.181555888168
starke Belastung,nicht vorhanden,35.93,16.61,95.96226258,37.4747940201221
maessige Belastung,nicht vorhanden,34.94,15.61,43.95772548,66.217988264524
sehr starke Belastung,nicht vorhanden,38.53,16.53,78.46179708,47.3672695471351
maessige Belastung,nicht vorhanden,34.14,16.62,586.8226034,122.420366858396
starke Belastung,nicht vorhanden,35.34,16.2,248.63994782,65.3582003911868
sehr starke Belastung,nicht vorhanden,37.34,16.25,168.68767346,168.752537435866
maessige Belastung,nicht vorhanden,32.36,16.52,183.0774522,70.864427798514
maessige Belastung,nicht vorhanden,33.51,16.16,557.36307032,212.900778155449
starke Belastung,nicht vorhanden,36.18,16.39,530.12052206,305.422564755801
maessige Belastung,nicht vorhanden,33.2,16.72,1088.58752352,195.352182904212
maessige Belastung,nicht vorhanden,33.74,15.82,1684.88076986,306.496945129593
maessige Belastung,nicht vorhanden,34.33,16.79,424.820692,81.6466853543192
starke Belastung,nicht vorhanden,35.5,16.7,441.2838764,137.346362410675
sehr starke Belastung,nicht vorhanden,38.76,16.63,51.1959515,31.907929369493
maessige Belastung,nicht vorhanden,33.78,16.67,82.8999598,47.7344505831035
maessige Belastung,nicht vorhanden,33.81,16.37,42.754283,29.7546468822545
maessige Belastung,nicht vorhanden,33.98,16.07,8114.43200614,853.302426840127
sehr starke Belastung,schwach,39.32,17.51,99.095967,39.8230114123941
maessige Belastung,nicht vorhanden,34.63,16.63,189.8873384,55.6041316895849
starke Belastung,nicht vorhanden,35.78,16.43,4224.14880968,302.227822537734
maessige Belastung,nicht vorhanden,33.93,16.68,968.57880764,168.554038926551
starke Belastung,nicht vorhanden,36.54,14.23,26.14794018,74.8813493561174
maessige Belastung,nicht vorhanden,34.23,15.93,5753.10776112,717.780985941934
starke Belastung,nicht vorhanden,35.78,14.97,279.10352238,135.65044255275
maessige Belastung,nicht vorhanden,34.6,15.23,798.69384858,175.220521426215
maessige Belastung,nicht vorhanden,33.84,15.49,331.5280007,433.361670058155
starke Belastung,nicht vorhanden,36.07,17.13,599.86733772,599.996107346109
sehr starke Belastung,nicht vorhanden,37.68,16.89,59.7683814,31.3081995898678
starke Belastung,nicht vorhanden,36.14,16.65,205.65894012,86.3796763530547
maessige Belastung,nicht vorhanden,30.96,17.17,3064.46169618,426.96361275771
schwache Belastung,nicht vorhanden,23.92,17.17,163.87586748,137.495828374552
maessige Belastung,nicht vorhanden,30.46,17.48,1064.27863644,204.180296569736
sehr starke Belastung,nicht vorhanden,38.03,16.47,205.1663414,82.7672424585533
maessige Belastung,nicht vorhanden,31.11,14.26,49.27056896,31.2570059594724
maessige Belastung,nicht vorhanden,32.87,17.18,235.7559967,101.435557128375
maessige Belastung,nicht vorhanden,31.69,17.31,13173.97042138,947.396569912721
maessige Belastung,nicht vorhanden,33.46,17.04,295.4858838,135.810957214588
maessige Belastung,nicht vorhanden,32.09,15.32,2812.36906094,359.689172162555
maessige Belastung,nicht vorhanden,33.94,16.85,1155.34306594,357.107771534299
sehr starke Belastung,schwach,37.8,17.59,25.5513725,23.0734978522388
maessige Belastung,nicht vorhanden,32.64,16.44,4821.9734077,378.786091768219
sehr starke Belastung,nicht vorhanden,37.6,16.59,33.6540465,23.5246249376338
maessige Belastung,nicht vorhanden,33.12,16,634.17835,120.059785654623
starke Belastung,nicht vorhanden,35.93,16.32,489.63790996,388.843523659769
maessige Belastung,nicht vorhanden,31.48,16.47,3092.15966508,729.031781105309
sehr starke Belastung,nicht vorhanden,37.05,15.96,2321.8566559,386.427810515904
starke Belastung,nicht vorhanden,36.47,15.88,616.28080752,368.301873690344
maessige Belastung,nicht vorhanden,31.07,16.95,142.83590296,94.0151028020391
maessige Belastung,nicht vorhanden,30.31,16.84,279.33693844,82.7545023304003
maessige Belastung,schwach,31.49,17.89,597.5739589,212.095505322874
maessige Belastung,schwach,33.4,17.75,1734.78404798,243.215834027264
sehr starke Belastung,maessig,40.65,18.83,161.90288632,109.047279576198
sehr starke Belastung,maessig,40.12,18.79,648.16740172,210.922743964576
sehr starke Belastung,maessig,37.14,18.24,3645.03015438,952.860737816809
starke Belastung,schwach,35.54,17.8,133.55187588,99.1643870018402
sehr starke Belastung,maessig,38.87,18.62,488.39136544,560.757084680538
starke Belastung,hoch,36.95,19.05,94.0663842,43.969454157403
starke Belastung,hoch,36.25,19.03,5021.64976438,719.539571730031
starke Belastung,maessig,36.82,18.79,845.3221764,167.567121869822
sehr starke Belastung,maessig,39.09,18.61,2188.55931014,471.755788952567
starke Belastung,maessig,36.3,18.16,117.13964878,81.8312631152712
sehr starke Belastung,maessig,38.61,18.48,219.76804714,210.15848669555
sehr starke Belastung,maessig,37.59,18.04,115.51387632,47.8008962232461
starke Belastung,schwach,36.81,17.91,258.90601232,87.1436782796709
starke Belastung,maessig,36.83,18.59,3221.14154258,303.246497603145
sehr starke Belastung,maessig,38.9,18.65,1543.24457954,284.142560836939
starke Belastung,maessig,36.67,18.33,2618.54654444,323.374855512381
sehr starke Belastung,schwach,37.37,17.88,3267.22073556,234.020244852011
starke Belastung,schwach,35.15,17.72,360.35734798,129.835106191331
sehr starke Belastung,maessig,38.32,18.55,753.59168908,278.473412195452
starke Belastung,schwach,36.94,17.76,2134.7077845,340.047145099477
starke Belastung,schwach,35.57,17.55,690.83867934,175.452464007693
maessige Belastung,schwach,33.39,17.88,146.9445087,49.6763206693134
sehr starke Belastung,maessig,37.04,18.19,2830.78402014,570.723030791866
sehr starke Belastung,maessig,37.13,18.01,52.86886488,32.0488646317275
schwache Belastung,nicht vorhanden,28.46,17.2,840.20607904,257.519673250842
maessige Belastung,nicht vorhanden,30.97,17.14,1381.77972338,514.532712262498
maessige Belastung,nicht vorhanden,29.69,17.07,1746.16164998,1174.2591365266
sehr starke Belastung,maessig,37.16,18.11,2485.30942492,653.946126448107
starke Belastung,maessig,36.31,18.12,76.1615584,36.8950036574069
sehr starke Belastung,maessig,38.02,18.41,27.71321516,22.7425064826917
sehr starke Belastung,maessig,38.92,18.61,609.4969362,167.655494721046
sehr starke Belastung,maessig,37.22,18.39,1278.94864022,217.727812873129
schwache Belastung,schwach,28.87,17.66,483.50167974,282.986583657785
maessige Belastung,schwach,31.63,17.67,88.80953088,99.8238127496292
sehr starke Belastung,nicht vorhanden,37.43,15.97,780.65511014,163.576877866308
maessige Belastung,nicht vorhanden,34.56,16.51,356.41964388,137.431554238921
maessige Belastung,nicht vorhanden,33.52,15.59,209.2387495,175.660854291609
sehr starke Belastung,nicht vorhanden,38.69,16.99,119.4904175,53.5098063704563
maessige Belastung,nicht vorhanden,34.84,16.55,538.1611483,96.6288211297778
starke Belastung,nicht vorhanden,35.64,16.49,687.87224212,191.251309137385
keine Belastung,nicht vorhanden,18.98,16.14,71.2572116,62.5690272201458
schwache Belastung,nicht vorhanden,26.19,16.14,156.79390984,237.69089637873
maessige Belastung,nicht vorhanden,29.24,16.09,611.95466908,161.491876859555
maessige Belastung,nicht vorhanden,33.97,16.3,20287.08947192,1655.50036640674
maessige Belastung,nicht vorhanden,34.73,15.68,1364.81317298,170.394886521635
sehr starke Belastung,nicht vorhanden,37.07,16.86,387.10848596,117.069740461813
sehr starke Belastung,nicht vorhanden,38.08,17.46,172.3641389,91.8111112838647
sehr starke Belastung,nicht vorhanden,39.18,16.72,387.23868198,148.577087545173
sehr starke Belastung,nicht vorhanden,38.36,16.97,65.8965609,65.3732268438312
starke Belastung,nicht vorhanden,35.08,16.66,538.5611183,96.5472980807599
sehr starke Belastung,nicht vorhanden,38.16,16.78,3306.89185046,968.322980596277
maessige Belastung,nicht vorhanden,34.75,15.97,7250.5324831,616.955178581999
starke Belastung,nicht vorhanden,35.59,16.51,18174.37295626,1235.17297588533
starke Belastung,nicht vorhanden,35.21,15.95,2123.19228272,209.066763113268
starke Belastung,nicht vorhanden,36.69,16.71,1135.46317742,343.228268621672
starke Belastung,nicht vorhanden,36.8,16.71,247.51380916,326.847779937484
starke Belastung,nicht vorhanden,36.5,16.74,1023.01365266,170.873490690404
maessige Belastung,nicht vorhanden,32.92,16.76,6161.34613288,405.306560334603
maessige Belastung,nicht vorhanden,32.65,16.85,233.68480182,326.08974353132
maessige Belastung,nicht vorhanden,33.32,17.11,513.01344974,415.120271557453
maessige Belastung,nicht vorhanden,29.54,17.22,253.44109418,105.354454165899
maessige Belastung,nicht vorhanden,34.48,17.23,52.53287352,30.3401467465444
maessige Belastung,nicht vorhanden,33.32,17.02,444.98364584,177.629130307521
sehr starke Belastung,nicht vorhanden,37.35,15.97,50.13805186,33.8475767228438
starke Belastung,nicht vorhanden,35.72,15.99,44.81965432,38.6962372139647
maessige Belastung,nicht vorhanden,33.49,16.63,1896.55434964,173.612735485609
starke Belastung,nicht vorhanden,36.7,15.5,884.3648175,596.73226854694
maessige Belastung,nicht vorhanden,31.51,15.62,1326.84294652,142.485815888523
starke Belastung,nicht vorhanden,36.39,16.49,797.15465796,468.057983395279
maessige Belastung,nicht vorhanden,29.08,15.87,2857.60362026,681.473232181649
schwache Belastung,nicht vorhanden,28.83,16.28,3051.05630638,1607.9231187449
schwache Belastung,nicht vorhanden,28.8,16.11,1425.38172424,843.130433501638
keine Belastung,nicht vorhanden,18.07,16.96,427.3714443,179.043747526364
keine Belastung,nicht vorhanden,18.51,17.04,60.19604146,148.023545746851
schwache Belastung,nicht vorhanden,28.71,17.06,126.75218038,54.9111644454514
maessige Belastung,nicht vorhanden,29.23,16.92,332.40011978,154.965884027744
maessige Belastung,nicht vorhanden,32.42,17.06,5077.17530718,843.967524843599
maessige Belastung,maessig,34.61,18.35,3351.80147524,523.77031762545
maessige Belastung,nicht vorhanden,31.7,17.43,1941.62509672,946.245447495454
sehr starke Belastung,maessig,37.85,18.84,3679.30535744,668.620080559084
sehr starke Belastung,hoch,38.46,19.51,12467.83155856,615.18915509435
maessige Belastung,nicht vorhanden,29.91,16.75,427.0416612,119.354741170588
schwache Belastung,nicht vorhanden,28.31,17.22,418.8405759,161.809011407763
maessige Belastung,nicht vorhanden,32.65,15.95,180.65867938,77.7100839895206
keine Belastung,nicht vorhanden,19.35,16.94,2875.76044858,853.885049517491
schwache Belastung,maessig,28.05,18.31,121.12135266,105.70234218801
keine Belastung,schwach,18.75,17.59,1395.25744516,427.028321433635
maessige Belastung,maessig,29.74,18.17,1172.85379012,942.137961042435
keine Belastung,maessig,22.51,18,2071.46210244,1079.2105932565
maessige Belastung,maessig,30.52,18.23,78.1240855,77.8180535850209
maessige Belastung,schwach,30.56,17.83,92.65632968,141.326199096007
schwache Belastung,maessig,27.4,18.14,120.17115272,107.47688668767
schwache Belastung,schwach,26.98,17.79,444.4398017,416.992701136303
starke Belastung,schwach,35.17,17.81,160.86376562,116.048906876069
sehr starke Belastung,maessig,38.35,18.2,835.73679508,303.37091713279
starke Belastung,maessig,36.41,18.22,103.40784858,81.0388342014694
starke Belastung,maessig,36.92,18.35,54.87767678,31.8959925706333
schwache Belastung,schwach,28.98,17.61,249.49529284,147.463980417887
maessige Belastung,schwach,30.35,17.82,37.98952112,53.5841145527328
schwache Belastung,schwach,27.17,17.62,565.87483086,242.014144853394
starke Belastung,maessig,36.27,18.45,718.40065732,418.23109836558
starke Belastung,maessig,36.54,18.68,295.31911996,295.513368286239
maessige Belastung,schwach,33.31,17.74,135.0627559,84.9404280347135
starke Belastung,maessig,35.58,18.84,73.88265306,49.6002848952598
starke Belastung,maessig,36.68,18.28,462.3144371,230.704125914231
maessige Belastung,maessig,33.43,18.41,195.99285976,153.931846990999
sehr starke Belastung,maessig,38.23,18.67,155.27179528,80.1530479916857
schwache Belastung,schwach,25.16,17.92,812.99616,333.032281193595
maessige Belastung,schwach,33.08,17.79,68.17929678,56.9502684142752
starke Belastung,hoch,36.4,19.02,27.46346098,21.8972800796056
sehr starke Belastung,maessig,37.2,18.22,1610.07277666,472.256642344429
starke Belastung,hoch,36.96,19.09,75.4947124,66.558913808826
starke Belastung,maessig,35.85,18.54,1095.27659116,227.364889141071
sehr starke Belastung,maessig,39.76,18.82,510.3180752,104.873832531972
sehr starke Belastung,maessig,38.15,18.77,228.89178336,231.387612007032
sehr starke Belastung,maessig,39.91,18.93,41.95373402,31.2487232168062
maessige Belastung,schwach,34.64,17.64,664.50592504,140.769793188227
maessige Belastung,maessig,34.13,18.53,375.68945982,104.545842938474
sehr starke Belastung,maessig,38.06,18.6,907.2296288,529.225421135524
starke Belastung,schwach,35.17,17.93,46.80444024,27.6222644682429
starke Belastung,schwach,35.17,17.93,109.9838542,45.4024566015056
sehr starke Belastung,maessig,40.19,18.5,42.64542898,29.205970730716
maessige Belastung,nicht vorhanden,34.92,17.16,44.76471316,34.2971492410561
maessige Belastung,nicht vorhanden,34.87,17.09,58.1765326,39.4166120558628
starke Belastung,nicht vorhanden,35.82,17.16,60.48810416,38.2337982699532
starke Belastung,nicht vorhanden,35.84,17.3,291.99631836,162.53119380879
maessige Belastung,nicht vorhanden,34.83,17.14,30.30111306,23.0804942014457
maessige Belastung,nicht vorhanden,33.48,17.05,238.590961,290.921659983081
maessige Belastung,schwach,32.14,17.52,112.42971244,250.581984036502
starke Belastung,nicht vorhanden,35.28,17.37,612.1230314,100.408475926971
starke Belastung,schwach,35.92,17.92,1798.9606839,184.179854144798
starke Belastung,schwach,35.79,17.84,357.63885402,423.430943703143
sehr starke Belastung,nicht vorhanden,39.57,17.43,80.12156184,64.9067426654341
starke Belastung,maessig,36.89,18.54,1137.46908292,174.332509123014
sehr starke Belastung,schwach,37.76,17.89,1909.4946462,290.731689787366
sehr starke Belastung,maessig,40.22,18.79,56.46606596,40.9556589913039
sehr starke Belastung,maessig,37.03,18.45,61.93624024,67.4720792098077
starke Belastung,nicht vorhanden,36.11,17.46,39.98258744,25.5436938846514
maessige Belastung,nicht vorhanden,34.94,17.3,235.11660388,84.5892908876721
starke Belastung,nicht vorhanden,35.43,17.29,56.99380772,42.5526450378927
sehr starke Belastung,maessig,37.54,18.1,1267.42752112,468.187964129156
extreme Belastung,maessig,41.63,18.22,106.3801956,57.9027902258153
sehr starke Belastung,maessig,38.43,18.57,486.5288726,270.774458777244
sehr starke Belastung,maessig,39.48,18.16,33.68330724,22.7515252681706
sehr starke Belastung,hoch,40.82,19.01,53.19427982,77.0342818718739
sehr starke Belastung,maessig,38.11,18.11,73.56027972,40.4522009293682
starke Belastung,nicht vorhanden,36.76,16.89,35.13563258,31.5615740585003
maessige Belastung,maessig,34.81,18.13,214.62371378,78.3840402950751
sehr starke Belastung,maessig,39.51,18.71,47.15032712,53.354920853035
sehr starke Belastung,maessig,39.86,18.98,32.96812284,26.0393895219789
extreme Belastung,hoch,41.02,19.19,133.2495791,48.03887359999
starke Belastung,maessig,36.98,18.09,910.45094216,435.489704616803
starke Belastung,maessig,36.9,18.33,9785.69059408,643.652479143743
sehr starke Belastung,maessig,39.35,18.74,1571.01369452,900.63160111223
starke Belastung,maessig,36.81,18.86,217.8393372,67.958070510589
