ARPS,ABC,FIRST_STAT,BFSNR,NBC,GEMEINDE,STAND,BCLAB,SHAPE.AREA,SHAPE.LEN
8,TR,,247,11,Schlieren,2019,Technischer Rest,113087.622582985,6751.88491056509
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,949.6969925,748.284964695819
1,B,,261,1,Zürich,2019,Ueberbaut,54123.309190255,1038.84726035479
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,26214.9453551,729.353621703975
1,TR,,261,11,Zürich,2019,Technischer Rest,40954.031774635,1808.93351420843
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,166030.7948269,3203.75373752595
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,17701.97427291,1617.03941900844
1,TR,,261,11,Zürich,2019,Technischer Rest,17011.2223845,603.31640564471
1,TR,,261,11,Zürich,2019,Technischer Rest,1185.8141455,231.096308246716
1,B,,261,1,Zürich,2019,Ueberbaut,40957.125103585,1024.94361139602
1,TR,,261,11,Zürich,2019,Technischer Rest,3905.371149,324.437026364675
1,TR,,261,11,Zürich,2019,Technischer Rest,19413.64621827,1353.71220991662
1,TR,,261,11,Zürich,2019,Technischer Rest,10052.42397847,426.875596395121
1,S,,261,2,Zürich,2019,Sofort baureif,731.71370517,116.758455408844
1,TR,,261,11,Zürich,2019,Technischer Rest,6707.8338655,370.560040574721
1,B,,261,1,Zürich,2019,Ueberbaut,41709.794030485,1518.57893130858
1,TR,,261,11,Zürich,2019,Technischer Rest,30182.984551325,1445.36570895658
1,B,,261,1,Zürich,2019,Ueberbaut,690502.548506325,8340.60431112228
1,TR,,261,11,Zürich,2019,Technischer Rest,1171.45989625,211.833281755515
1,B,,261,1,Zürich,2019,Ueberbaut,12164.42273,522.256985726612
1,B,,261,1,Zürich,2019,Ueberbaut,45025.92870457,986.248659608327
1,B,,261,1,Zürich,2019,Ueberbaut,741852.981727345,13311.3561446966
1,TR,,261,11,Zürich,2019,Technischer Rest,444969.754908765,8288.1304653542
1,TR,,261,11,Zürich,2019,Technischer Rest,3928.634132765,313.070616192225
1,B,,261,1,Zürich,2019,Ueberbaut,4.5859275,79.6569093088467
1,TR,,261,11,Zürich,2019,Technischer Rest,4379.960723,358.856757407901
1,B,,261,1,Zürich,2019,Ueberbaut,78774.243501695,2140.17735217495
1,S,,261,2,Zürich,2019,Sofort baureif,1175.122132725,138.768494940154
1,B,,261,1,Zürich,2019,Ueberbaut,17096.32134675,540.784781647262
1,B,,261,1,Zürich,2019,Ueberbaut,67564.086028415,2500.57772611095
1,S,,261,2,Zürich,2019,Sofort baureif,340.25914592,81.9110598315383
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,62781.993352735,2006.33083637126
1,S,,261,2,Zürich,2019,Sofort baureif,1175.92959139,148.069123454201
1,B,,261,1,Zürich,2019,Ueberbaut,19357.9413825,602.035745687337
1,TR,,261,11,Zürich,2019,Technischer Rest,20247.10182495,1270.87902841484
1,B,,261,1,Zürich,2019,Ueberbaut,194301.102786305,3075.66639672501
1,S,,261,2,Zürich,2019,Sofort baureif,4837.54925162,275.948658901722
1,TR,,261,11,Zürich,2019,Technischer Rest,12200.784024,681.034839401702
1,B,,261,1,Zürich,2019,Ueberbaut,272556.025785715,4082.92098394472
1,S,,261,2,Zürich,2019,Sofort baureif,4731.87527489,338.865181816257
1,TR,,261,11,Zürich,2019,Technischer Rest,12470.13715951,468.26833228178
1,B,,261,1,Zürich,2019,Ueberbaut,52993.777701995,1268.4250123742
1,TR,,261,11,Zürich,2019,Technischer Rest,27757.894487705,1453.79686114001
1,TR,,261,11,Zürich,2019,Technischer Rest,324335.75794516,8745.07507726629
1,B,,261,1,Zürich,2019,Ueberbaut,44684.23978018,1406.57223618703
1,B,,261,1,Zürich,2019,Ueberbaut,27089.28297528,824.878906956341
1,B,,261,1,Zürich,2019,Ueberbaut,12602.5960895,568.447656028602
1,B,,261,1,Zürich,2019,Ueberbaut,2836.6635515,234.692734354577
1,B,,261,1,Zürich,2019,Ueberbaut,11459.70596891,1413.46796364064
1,TR,,261,11,Zürich,2019,Technischer Rest,173326.9735525,2899.63521330528
1,B,,261,1,Zürich,2019,Ueberbaut,212421.172354415,3962.96864334736
70,TR,,96,11,Regensdorf,2019,Technischer Rest,78896.0603705,1190.12117450969
1,TR,,261,11,Zürich,2019,Technischer Rest,13056.921077,481.627236996226
1,TR,,261,11,Zürich,2019,Technischer Rest,578.3734535,107.631313108889
1,TR,,261,11,Zürich,2019,Technischer Rest,8289.8450218,664.364215877366
1,B,,261,1,Zürich,2019,Ueberbaut,6073.658613145,305.291512420963
1,B,,261,1,Zürich,2019,Ueberbaut,6332.159425,321.917252100702
1,TR,,261,11,Zürich,2019,Technischer Rest,10064.434736,483.861517325108
1,TR,,261,11,Zürich,2019,Technischer Rest,189.062889,76.7645825640729
1,TR,,261,11,Zürich,2019,Technischer Rest,12909.13570223,1031.17934289641
1,TR,,261,11,Zürich,2019,Technischer Rest,17355.6649895,532.330720400276
1,B,,261,1,Zürich,2019,Ueberbaut,19053.955605,652.018252172062
1,TR,,261,11,Zürich,2019,Technischer Rest,61095.268483975,1309.09651943249
1,TR,,261,11,Zürich,2019,Technischer Rest,14437.5253775,919.764050784199
1,B,,261,1,Zürich,2019,Ueberbaut,8781.144631795,426.802990128417
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,1002.45217842,128.975368304787
1,TR,,261,11,Zürich,2019,Technischer Rest,1859.28939007,233.681740816107
1,B,,261,1,Zürich,2019,Ueberbaut,11737.2434945,521.76532310581
1,B,,261,1,Zürich,2019,Ueberbaut,9940.9391768,395.449348689776
1,S,,261,2,Zürich,2019,Sofort baureif,956.054514435,124.236720265792
1,S,,261,2,Zürich,2019,Sofort baureif,1479.18563592,185.119955700757
1,S,,261,2,Zürich,2019,Sofort baureif,727.32165718,107.953573632653
1,TR,,261,11,Zürich,2019,Technischer Rest,16095.786755655,1104.62453943992
1,B,,261,1,Zürich,2019,Ueberbaut,44017.238205025,1130.68000389391
1,B,,261,1,Zürich,2019,Ueberbaut,5376.58791332,299.119317955426
1,B,,261,1,Zürich,2019,Ueberbaut,12178.86290593,517.587110492468
1,B,,261,1,Zürich,2019,Ueberbaut,145029.571682785,2900.59001651566
1,B,,261,1,Zürich,2019,Ueberbaut,3968.53691895,305.074055152406
1,TR,,261,11,Zürich,2019,Technischer Rest,263841.35963454,2924.14455526055
1,B,,261,1,Zürich,2019,Ueberbaut,5242.115457835,454.213619426709
1,B,,261,1,Zürich,2019,Ueberbaut,12967.566953545,720.262362907461
1,B,,261,1,Zürich,2019,Ueberbaut,5150.50590817,301.926226096929
1,B,,261,1,Zürich,2019,Ueberbaut,6929.82914799,336.324486628672
1,TR,,261,11,Zürich,2019,Technischer Rest,12132.4430715,472.35611098127
1,B,,261,1,Zürich,2019,Ueberbaut,7244.59872238,389.085992632134
1,B,,261,1,Zürich,2019,Ueberbaut,355.45848709,75.9658315081009
1,B,,261,1,Zürich,2019,Ueberbaut,718.6738883,177.707075369007
1,B,,261,1,Zürich,2019,Ueberbaut,1998.886554685,228.669717057187
1,B,,261,1,Zürich,2019,Ueberbaut,2784.066181635,236.706097806545
1,TR,,261,11,Zürich,2019,Technischer Rest,22478.77955035,765.751345637024
1,B,,261,1,Zürich,2019,Ueberbaut,14670.8675665,610.096566812668
1,B,,261,1,Zürich,2019,Ueberbaut,4701.04488723,497.75657245208
1,B,,261,1,Zürich,2019,Ueberbaut,13157.5702636,510.505547682564
1,B,,261,1,Zürich,2019,Ueberbaut,3585.0751695,241.698337308041
1,B,,261,1,Zürich,2019,Ueberbaut,138.0494825,71.6159335795879
1,B,,261,1,Zürich,2019,Ueberbaut,43.475633,32.6730991355207
1,B,,261,1,Zürich,2019,Ueberbaut,3407.460970945,288.536192627669
1,B,,261,1,Zürich,2019,Ueberbaut,4767.637791555,860.630274821072
1,B,,261,1,Zürich,2019,Ueberbaut,6160.78728869,339.532658077147
1,B,,261,1,Zürich,2019,Ueberbaut,2205.97514186,458.002171839661
1,B,,261,1,Zürich,2019,Ueberbaut,6572.165615,354.552485751497
1,B,,261,1,Zürich,2019,Ueberbaut,1196.74833672,153.343912001859
1,B,,261,1,Zürich,2019,Ueberbaut,7522.82827569,377.986692244334
1,B,,261,1,Zürich,2019,Ueberbaut,3768.10702194,263.146807540396
1,B,,261,1,Zürich,2019,Ueberbaut,7113.764974725,483.168445971991
1,S,,261,2,Zürich,2019,Sofort baureif,682.36024279,107.678600838935
1,B,,261,1,Zürich,2019,Ueberbaut,2117.7381495,185.552972478691
1,TR,,261,11,Zürich,2019,Technischer Rest,2304.65540413,714.297374451715
1,B,,261,1,Zürich,2019,Ueberbaut,1627.60828747,209.33304409657
1,B,,261,1,Zürich,2019,Ueberbaut,1.94107485,40.014054437582
1,B,,261,1,Zürich,2019,Ueberbaut,2631.7468374,208.322215075075
1,B,,261,1,Zürich,2019,Ueberbaut,180303.28772177,4323.35319993113
1,S,,261,2,Zürich,2019,Sofort baureif,2422.980323215,225.901476649956
1,B,,261,1,Zürich,2019,Ueberbaut,120440.29488302,2595.54892877138
1,B,,261,1,Zürich,2019,Ueberbaut,251200.387015515,3232.89267164808
1,S,,261,2,Zürich,2019,Sofort baureif,514.29844571,105.096457257994
1,B,,261,1,Zürich,2019,Ueberbaut,6006.029068265,425.458568943267
1,B,,261,1,Zürich,2019,Ueberbaut,12816.878364165,537.335270116217
1,S,,261,2,Zürich,2019,Sofort baureif,679.0849855,117.131417346241
1,B,,261,1,Zürich,2019,Ueberbaut,46281.8035193,1547.45738878341
1,S,,261,2,Zürich,2019,Sofort baureif,338.731543015,77.1295006728157
1,TR,,261,11,Zürich,2019,Technischer Rest,1822.01488156,178.458851254335
1,B,,261,1,Zürich,2019,Ueberbaut,19417.87684995,912.986905836845
1,TR,,261,11,Zürich,2019,Technischer Rest,19447.014715895,701.709832671886
1,TR,,261,11,Zürich,2019,Technischer Rest,54262.210685475,1710.16496829917
1,B,,261,1,Zürich,2019,Ueberbaut,4093.108458635,281.858506531739
1,S,,261,2,Zürich,2019,Sofort baureif,6907.40940473,422.628288178518
1,S,,261,2,Zürich,2019,Sofort baureif,611.58294821,99.3971881113406
1,S,,261,2,Zürich,2019,Sofort baureif,3099.02912121,316.656109506736
1,S,,261,2,Zürich,2019,Sofort baureif,2819.0319223,246.217031944989
1,B,,261,1,Zürich,2019,Ueberbaut,56907.09610552,2609.64148131868
1,TR,,261,11,Zürich,2019,Technischer Rest,7826.43437001,389.371930115037
1,TR,,261,11,Zürich,2019,Technischer Rest,12482.3677565,517.850043374199
1,B,,261,1,Zürich,2019,Ueberbaut,41898.02824046,1314.38965637978
27,TR,,131,11,Adliswil,2019,Technischer Rest,10061.0367345,518.04269176989
1,TR,,261,11,Zürich,2019,Technischer Rest,568772.920502035,6006.1213722998
27,TR,,131,11,Adliswil,2019,Technischer Rest,196571.79810652,3673.04457969958
1,TR,,261,11,Zürich,2019,Technischer Rest,7290.737252,365.855682738484
1,TR,,261,11,Zürich,2019,Technischer Rest,126475.46538833,4020.14142094865
31,B,,135,1,Kilchberg,2019,Ueberbaut,429976.72214928,8082.84365105026
1,TR,,261,11,Zürich,2019,Technischer Rest,845.58674351,230.680063943628
1,B,,261,1,Zürich,2019,Ueberbaut,3308.1767465,286.879992856709
1,TR,,261,11,Zürich,2019,Technischer Rest,16352.695890635,999.436236970622
1,S,,261,2,Zürich,2019,Sofort baureif,1732.440220055,168.580236270506
1,TR,,261,11,Zürich,2019,Technischer Rest,5175.220384,390.601048793771
1,S,,261,2,Zürich,2019,Sofort baureif,949.41788011,125.217033754901
1,B,,261,1,Zürich,2019,Ueberbaut,51188.26818092,1351.70568152092
1,B,,261,1,Zürich,2019,Ueberbaut,31641.84476496,1490.58471872152
1,B,,261,1,Zürich,2019,Ueberbaut,11076.71849345,487.288148587272
1,B,,261,1,Zürich,2019,Ueberbaut,6032.81791569,416.603116234605
1,TR,,261,11,Zürich,2019,Technischer Rest,81014.72795638,1926.88508834206
1,B,,261,1,Zürich,2019,Ueberbaut,67198.04753678,2568.89391294085
1,B,,261,1,Zürich,2019,Ueberbaut,9371.96089511,598.82470727025
1,B,,261,1,Zürich,2019,Ueberbaut,8603.944851315,687.792231821243
1,B,,261,1,Zürich,2019,Ueberbaut,8695.097319815,1462.50821003668
1,B,,261,1,Zürich,2019,Ueberbaut,1888.258785405,262.590199865245
1,B,,261,1,Zürich,2019,Ueberbaut,7361.9728104,524.641162021439
1,B,,261,1,Zürich,2019,Ueberbaut,748.793407455,129.519927281296
1,B,,261,1,Zürich,2019,Ueberbaut,4919.746721045,518.400430621912
1,B,,261,1,Zürich,2019,Ueberbaut,5044.452307,310.001927947443
1,TR,,261,11,Zürich,2019,Technischer Rest,20012.685076765,1832.65873445446
1,B,,261,1,Zürich,2019,Ueberbaut,1417.790683305,161.888825017531
1,S,,261,2,Zürich,2019,Sofort baureif,3137.771801995,280.839235883736
1,B,,261,1,Zürich,2019,Ueberbaut,3807.989013,253.098844557243
1,B,,261,1,Zürich,2019,Ueberbaut,19263.953702985,992.466963021284
1,S,,261,2,Zürich,2019,Sofort baureif,1739.971981215,180.345629941333
1,S,,261,2,Zürich,2019,Sofort baureif,2600.12482343,239.953264029219
1,B,,261,1,Zürich,2019,Ueberbaut,8285.267451695,377.179074993538
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,717.951850325,107.500247428951
1,B,,261,1,Zürich,2019,Ueberbaut,5457.584939985,312.614768308549
1,TR,,261,11,Zürich,2019,Technischer Rest,63208.39803445,1293.73516853365
1,B,,261,1,Zürich,2019,Ueberbaut,63006.567557685,2372.72514508601
1,B,,261,1,Zürich,2019,Ueberbaut,1562.861278765,163.778267087717
1,B,,261,1,Zürich,2019,Ueberbaut,8070.873586255,481.836649140412
1,B,,261,1,Zürich,2019,Ueberbaut,2520.50417015,352.232882247595
1,TR,,261,11,Zürich,2019,Technischer Rest,91.4077755,133.238711119432
1,TR,,261,11,Zürich,2019,Technischer Rest,45634.46445363,1288.94888410269
1,TR,,261,11,Zürich,2019,Technischer Rest,61125.325139075,2413.50118318562
1,B,,261,1,Zürich,2019,Ueberbaut,6144.83393692,347.198757674022
1,B,,261,1,Zürich,2019,Ueberbaut,914.16319351,232.99371180144
1,B,,261,1,Zürich,2019,Ueberbaut,3282.63425263,561.435365237615
1,B,,261,1,Zürich,2019,Ueberbaut,9242.59415955,560.858373607491
1,S,,261,2,Zürich,2019,Sofort baureif,406.74708369,90.2203084193255
1,B,,261,1,Zürich,2019,Ueberbaut,2522.0788063,201.386330977531
1,B,,261,1,Zürich,2019,Ueberbaut,9269.308804085,437.182725817618
1,B,,261,1,Zürich,2019,Ueberbaut,10605.901929485,488.449767189673
1,B,,261,1,Zürich,2019,Ueberbaut,9657.273813335,435.492327590174
1,B,,261,1,Zürich,2019,Ueberbaut,1531.2723265,217.053852368433
1,B,,261,1,Zürich,2019,Ueberbaut,2530.5166885,197.385718470621
1,B,,261,1,Zürich,2019,Ueberbaut,2301.39649695,192.788212098485
1,B,,261,1,Zürich,2019,Ueberbaut,3267.77291295,267.920373418611
1,B,,261,1,Zürich,2019,Ueberbaut,934.9740395,121.938690974881
1,B,,261,1,Zürich,2019,Ueberbaut,2594.767712475,202.653602327871
1,B,,261,1,Zürich,2019,Ueberbaut,58050.180918,1260.17609644814
1,B,,261,1,Zürich,2019,Ueberbaut,3862.135652725,254.927592672386
1,S,,261,2,Zürich,2019,Sofort baureif,237.578265305,64.9851404271839
1,B,,261,1,Zürich,2019,Ueberbaut,5232.689657,297.456623998003
1,B,,261,1,Zürich,2019,Ueberbaut,2619.337283045,269.191030558991
1,B,,261,1,Zürich,2019,Ueberbaut,1112.69379761,166.189389648659
1,TR,,261,11,Zürich,2019,Technischer Rest,5780.40682748,344.077842397534
1,B,,261,1,Zürich,2019,Ueberbaut,10702.0593605,412.461653324809
1,B,,261,1,Zürich,2019,Ueberbaut,1447.470903,150.596065851964
1,TR,,261,11,Zürich,2019,Technischer Rest,5846.303334,335.559033844295
1,S,,261,2,Zürich,2019,Sofort baureif,1138.86443097,137.248170558288
1,B,,261,1,Zürich,2019,Ueberbaut,14475.64021785,529.295027863819
1,B,,261,1,Zürich,2019,Ueberbaut,2820.88223056,426.238171250838
1,B,,261,1,Zürich,2019,Ueberbaut,8798.85620445,397.130137096063
1,B,,261,1,Zürich,2019,Ueberbaut,1790.1640815,207.790880804845
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,757.544298625,277.066301052263
1,TR,,261,11,Zürich,2019,Technischer Rest,4037.4365245,253.86655947934
1,B,,261,1,Zürich,2019,Ueberbaut,686.5232575,105.841102192834
1,B,,261,1,Zürich,2019,Ueberbaut,2998.970505535,400.428915253673
1,TR,,261,11,Zürich,2019,Technischer Rest,19630.756699,756.005899523772
1,B,,261,1,Zürich,2019,Ueberbaut,265.86132041,181.971462398913
1,B,,261,1,Zürich,2019,Ueberbaut,5596.250394,387.698205013929
1,B,,261,1,Zürich,2019,Ueberbaut,11959.722703885,533.857642760674
1,B,,261,1,Zürich,2019,Ueberbaut,1515.021800335,278.092535628314
1,B,,261,1,Zürich,2019,Ueberbaut,2733.225362865,228.318286411015
1,B,,261,1,Zürich,2019,Ueberbaut,4211.181128155,281.117094230439
1,S,,261,2,Zürich,2019,Sofort baureif,906.798826215,199.739471052584
1,B,,261,1,Zürich,2019,Ueberbaut,4581.268894035,287.987487394555
1,B,,261,1,Zürich,2019,Ueberbaut,2054.76256758,191.715439990111
1,B,,261,1,Zürich,2019,Ueberbaut,3906.1314095,360.603926530312
1,B,,261,1,Zürich,2019,Ueberbaut,1097.75460692,136.552281473115
1,B,,261,1,Zürich,2019,Ueberbaut,560.14039786,101.722591120414
1,B,,261,1,Zürich,2019,Ueberbaut,1540.503548455,214.329674947658
1,B,,261,1,Zürich,2019,Ueberbaut,2795.23509258,249.629818623821
1,B,,261,1,Zürich,2019,Ueberbaut,1238.44901135,190.871778352734
1,TR,,261,11,Zürich,2019,Technischer Rest,21581.2379449,1051.70396496472
1,B,,261,1,Zürich,2019,Ueberbaut,3000.67798539,265.985836889321
1,B,,261,1,Zürich,2019,Ueberbaut,1911.06509804,229.194941521213
1,TR,,261,11,Zürich,2019,Technischer Rest,16178.86387434,820.611746435594
1,B,,261,1,Zürich,2019,Ueberbaut,5464.45881271,402.675296397117
1,B,,261,1,Zürich,2019,Ueberbaut,3819.28447325,275.188475335112
1,B,,261,1,Zürich,2019,Ueberbaut,6011.345478145,424.525778063939
1,B,,261,1,Zürich,2019,Ueberbaut,8110.68843363,396.461964389643
1,B,,261,1,Zürich,2019,Ueberbaut,12255.8061683,509.819685822547
1,B,,261,1,Zürich,2019,Ueberbaut,28552.700956195,928.513277247541
1,B,,261,1,Zürich,2019,Ueberbaut,156106.038985505,2844.84600114199
1,TR,,261,11,Zürich,2019,Technischer Rest,95387.241977555,1577.6578378253
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,12553.178100455,503.808784610107
1,TR,,261,11,Zürich,2019,Technischer Rest,10054.17302798,632.930826012526
1,TR,,261,11,Zürich,2019,Technischer Rest,3102.58842841,233.233766545202
1,B,,261,1,Zürich,2019,Ueberbaut,2790.80907175,221.743664614971
1,B,,261,1,Zürich,2019,Ueberbaut,177707.32404984,2164.01502990238
1,S,,261,2,Zürich,2019,Sofort baureif,4940.97570557,294.807168124621
1,TR,,261,11,Zürich,2019,Technischer Rest,966.470815,131.995339518545
1,S,,261,2,Zürich,2019,Sofort baureif,770.914307655,118.722941840024
1,TR,,261,11,Zürich,2019,Technischer Rest,15715.558409,510.971120357664
1,B,,261,1,Zürich,2019,Ueberbaut,6833.84563558,509.233380965564
1,B,,261,1,Zürich,2019,Ueberbaut,196008.10249642,3024.99007642106
1,B,,261,1,Zürich,2019,Ueberbaut,27696.73783605,855.133211683358
1,B,,261,1,Zürich,2019,Ueberbaut,19368.024395755,841.831219625639
1,B,,261,1,Zürich,2019,Ueberbaut,45327.670868005,1745.30913294309
1,B,,261,1,Zürich,2019,Ueberbaut,6961.561901235,371.038991408696
1,B,,261,1,Zürich,2019,Ueberbaut,111450.790273425,2249.30971221355
1,TR,,261,11,Zürich,2019,Technischer Rest,13459.7650043,568.111909057082
1,TR,,261,11,Zürich,2019,Technischer Rest,3227.137159355,280.12715108999
1,TR,,261,11,Zürich,2019,Technischer Rest,37569.965014915,2113.47785290071
31,B,,135,1,Kilchberg,2019,Ueberbaut,81531.69088797,3144.13603366177
1,TR,,261,11,Zürich,2019,Technischer Rest,15060.88519466,538.188339871267
1,B,,261,1,Zürich,2019,Ueberbaut,8802.19513339,453.109182161825
1,B,,261,1,Zürich,2019,Ueberbaut,3585.076852555,270.033266189338
1,B,,261,1,Zürich,2019,Ueberbaut,7981.257240535,387.992079688562
1,B,,261,1,Zürich,2019,Ueberbaut,2158.515010445,235.529421856255
1,B,,261,1,Zürich,2019,Ueberbaut,7829.10104635,526.688155518678
1,B,,261,1,Zürich,2019,Ueberbaut,2424.150134205,235.968878626381
1,B,,261,1,Zürich,2019,Ueberbaut,197.553472885,65.6758327051552
1,B,,261,1,Zürich,2019,Ueberbaut,1396.42734092,178.483342867612
1,B,,261,1,Zürich,2019,Ueberbaut,1750.87662634,168.147117802174
1,B,,261,1,Zürich,2019,Ueberbaut,1385.11441784,174.844547828743
1,B,,261,1,Zürich,2019,Ueberbaut,2595.614114695,241.000152417515
1,B,,261,1,Zürich,2019,Ueberbaut,2846.30122055,593.627073649282
1,B,,261,1,Zürich,2019,Ueberbaut,13298.92735114,2603.35140426326
1,B,,261,1,Zürich,2019,Ueberbaut,9962.4102615,411.513535017098
1,B,,261,1,Zürich,2019,Ueberbaut,4950.176732,311.459456738156
1,B,,261,1,Zürich,2019,Ueberbaut,3024.24080107,229.292289344062
1,B,,261,1,Zürich,2019,Ueberbaut,1211.320311,140.451253199843
1,B,,261,1,Zürich,2019,Ueberbaut,9061.91534686,385.811825374264
1,B,,261,1,Zürich,2019,Ueberbaut,6232.91984738,314.186302156295
1,B,,261,1,Zürich,2019,Ueberbaut,2381.52330592,240.766889023634
1,B,,261,1,Zürich,2019,Ueberbaut,6550.2886952,353.746113793571
1,B,,261,1,Zürich,2019,Ueberbaut,15024.46253776,619.28951935895
1,B,,261,1,Zürich,2019,Ueberbaut,15914.39114086,743.724309493554
1,TR,,261,11,Zürich,2019,Technischer Rest,7517.48267591,457.503649456411
1,B,,261,1,Zürich,2019,Ueberbaut,33494.01522199,1107.89285116272
1,B,,261,1,Zürich,2019,Ueberbaut,25181.19735059,1184.53147564867
1,B,,261,1,Zürich,2019,Ueberbaut,22940.0379049,933.827603801416
1,B,,261,1,Zürich,2019,Ueberbaut,27619.431222595,1193.04278916634
1,B,,261,1,Zürich,2019,Ueberbaut,43695.81662818,1756.66315832985
1,S,,261,2,Zürich,2019,Sofort baureif,1164.050334855,169.006430118832
1,S,,261,2,Zürich,2019,Sofort baureif,3952.65710214,257.249518361937
1,B,,261,1,Zürich,2019,Ueberbaut,5351.84627045,375.241892106985
1,S,,261,2,Zürich,2019,Sofort baureif,1074.64371701,132.846375437486
1,B,,261,1,Zürich,2019,Ueberbaut,2621.5628073,221.185024353003
1,S,,261,2,Zürich,2019,Sofort baureif,653.46349153,106.86990963221
1,TR,,261,11,Zürich,2019,Technischer Rest,15331.557728875,673.148192384664
1,B,,261,1,Zürich,2019,Ueberbaut,2164.659614185,242.307847852661
1,TR,,261,11,Zürich,2019,Technischer Rest,12448.184694995,529.025559637226
1,S,,261,2,Zürich,2019,Sofort baureif,1116.18088693,134.237924411853
1,B,,261,1,Zürich,2019,Ueberbaut,443681.57602468,9069.33687605981
1,B,,261,1,Zürich,2019,Ueberbaut,1660.244992735,190.238887348833
1,B,,261,1,Zürich,2019,Ueberbaut,925.03209122,129.767679612008
1,S,,261,2,Zürich,2019,Sofort baureif,785.07484971,145.358753521397
1,S,,261,2,Zürich,2019,Sofort baureif,565.839353015,96.6526991919816
1,B,,261,1,Zürich,2019,Ueberbaut,10434.16660255,496.221143006223
1,S,,261,2,Zürich,2019,Sofort baureif,2177.430377245,215.749109987938
1,S,,261,2,Zürich,2019,Sofort baureif,8656.125796925,391.329864191846
1,B,,261,1,Zürich,2019,Ueberbaut,6400.2375142,324.904047994767
1,S,,261,2,Zürich,2019,Sofort baureif,416.068431865,91.314656843807
1,S,,261,2,Zürich,2019,Sofort baureif,507.869384805,90.6704730696446
1,B,,261,1,Zürich,2019,Ueberbaut,384.91167888,79.5842312609543
1,B,,261,1,Zürich,2019,Ueberbaut,4515.60287505,380.136231227939
1,S,,261,2,Zürich,2019,Sofort baureif,731.747020415,109.120761229062
1,TR,,261,11,Zürich,2019,Technischer Rest,8147.2244761,656.251738718406
1,TR,,261,11,Zürich,2019,Technischer Rest,1313.8363315,186.084053342539
1,B,,261,1,Zürich,2019,Ueberbaut,1465.23159146,172.880057255379
1,B,,261,1,Zürich,2019,Ueberbaut,2936.39439935,373.829397607061
1,B,,261,1,Zürich,2019,Ueberbaut,3126.728681665,258.912012665078
1,B,,261,1,Zürich,2019,Ueberbaut,2517.39076838,223.949578237071
1,B,,261,1,Zürich,2019,Ueberbaut,2688.10393865,210.657330738634
1,B,,261,1,Zürich,2019,Ueberbaut,8888.685647785,1285.26423169637
1,B,,261,1,Zürich,2019,Ueberbaut,29636.303383425,841.797255947987
1,S,,261,2,Zürich,2019,Sofort baureif,1754.40781392,232.307889686642
1,B,,261,1,Zürich,2019,Ueberbaut,156426.118290245,4080.98652188512
1,S,,261,2,Zürich,2019,Sofort baureif,838.70019718,124.545101440698
1,B,,261,1,Zürich,2019,Ueberbaut,19931.14000916,548.331377399411
1,TR,,261,11,Zürich,2019,Technischer Rest,2678.456409755,264.426152473022
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,5448.922205845,462.47448270761
1,S,,261,2,Zürich,2019,Sofort baureif,550.86285846,128.553847934873
1,S,,261,2,Zürich,2019,Sofort baureif,201.810992635,170.435117397718
1,B,,261,1,Zürich,2019,Ueberbaut,22270.27842253,622.856711120421
1,B,,261,1,Zürich,2019,Ueberbaut,3771.70704391,814.02546602984
1,B,,261,1,Zürich,2019,Ueberbaut,12452.958636735,536.897239466987
1,TR,,261,11,Zürich,2019,Technischer Rest,108820.067478775,7842.13771753688
1,B,,261,1,Zürich,2019,Ueberbaut,2343.5764952,232.710060274752
1,B,,261,1,Zürich,2019,Ueberbaut,2170.1987442,195.382931361348
1,TR,,261,11,Zürich,2019,Technischer Rest,19237.5679824,1266.62980446878
1,B,,261,1,Zürich,2019,Ueberbaut,48011.120671185,1957.52460911964
1,S,,261,2,Zürich,2019,Sofort baureif,2004.97103464,180.493460740479
58,S,,66,2,Opfikon,2019,Sofort baureif,3835.153424815,252.299609635667
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,5903.776484425,500.053945495353
58,B,,66,1,Opfikon,2019,Ueberbaut,23248.52032389,683.691068350354
58,TR,,66,11,Opfikon,2019,Technischer Rest,1310.01147395,600.452089739333
1,S,,261,2,Zürich,2019,Sofort baureif,12075.298262675,548.731348792476
58,TR,,66,11,Opfikon,2019,Technischer Rest,34961.900802075,2113.09368343883
49,B,,161,1,Zollikon,2019,Ueberbaut,7844.95528965,500.800090822136
1,B,,261,1,Zürich,2019,Ueberbaut,2609.974237765,206.216725328961
1,B,,261,1,Zürich,2019,Ueberbaut,26819.552783345,1306.01975190728
1,TR,,261,11,Zürich,2019,Technischer Rest,7884.61593464,635.148960376447
1,B,,261,1,Zürich,2019,Ueberbaut,13202.35210957,540.30085058207
1,S,,261,2,Zürich,2019,Sofort baureif,533.726384885,101.578343207332
