Date,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,SumCars
2017-03-01 14:00:00,2681836,1249479,288.0
2019-04-01 11:00:00,2681837,1249479,276.0
2013-07-05 17:00:00,2681838,1247904,203.0
2020-09-29 07:00:00,2681838,1249443,510.0
2017-03-24 15:00:00,2681838,1249448,281.0
2016-01-19 13:00:00,2681838,1249451,269.0
2020-09-05 15:00:00,2681838,1249479,329.0
2016-10-23 13:00:00,2681839,1247598,606.0
2018-08-23 08:00:00,2681839,1247990,99.0
2019-02-06 21:00:00,2681839,1248147,67.0
2012-11-02 23:00:00,2681839,1249439,270.0
2019-02-19 18:00:00,2681839,1249445,209.0
2020-08-24 14:00:00,2681839,1249481,338.0
2012-11-06 18:00:00,2681839,1249484,345.0
2020-07-25 14:00:00,2681840,1247605,756.0
2020-10-20 10:00:00,2681840,1247986,103.0
2016-02-09 10:00:00,2681840,1248162,138.0
2012-04-16 21:00:00,2681840,1249416,174.0
2012-03-14 07:00:00,2681840,1249440,544.0
2013-08-12 17:00:00,2681841,1247980,165.0
2013-01-15 17:00:00,2681841,1247982,127.0
2012-03-25 17:00:00,2681841,1247983,145.0
2012-06-12 18:00:00,2681841,1247983,87.0
2018-10-24 19:00:00,2681841,1247987,139.0
2015-10-04 18:00:00,2681841,1249429,303.0
2018-05-26 16:00:00,2681841,1249449,274.0
2015-07-08 13:00:00,2681841,1249484,419.0
2018-03-27 16:00:00,2681841,1249492,281.0
2019-07-27 13:00:00,2681842,1247986,78.0
2014-10-27 13:00:00,2681842,1249477,360.0
2016-12-29 15:00:00,2681842,1249482,270.0
2020-02-24 12:00:00,2681842,1249482,251.0
2013-05-31 22:00:00,2681843,1247982,60.0
2016-11-07 07:00:00,2681843,1248160,130.0
2016-05-24 11:00:00,2681843,1249482,305.0
2014-12-20 23:00:00,2681843,1249490,266.0
2017-01-05 13:00:00,2681843,1249674,1050.0
2012-05-12 13:00:00,2681844,1247993,169.0
2019-08-02 13:00:00,2681844,1248153,126.0
2017-03-09 00:00:00,2681844,1249497,34.0
2017-06-15 12:00:00,2681845,1247835,95.0
2014-01-17 01:00:00,2681845,1247985,18.0
2015-07-21 11:00:00,2681845,1249442,344.0
2017-12-09 20:00:00,2681845,1249483,166.0
2020-08-19 15:00:00,2681846,1244728,928.0
2013-10-04 19:00:00,2681846,1247829,192.0
2015-12-25 15:00:00,2681846,1247999,63.0
2017-12-07 07:00:00,2681846,1248002,129.0
2017-09-21 21:00:00,2681846,1249492,172.0
2015-05-07 23:00:00,2681847,1248001,65.0
2015-06-22 12:00:00,2681847,1248002,150.0
2017-05-05 16:00:00,2681847,1248003,287.0
2015-09-24 06:00:00,2681847,1249469,377.0
2019-07-13 03:00:00,2681848,1248004,28.0
2015-12-23 10:00:00,2681848,1249437,297.0
2017-12-13 13:00:00,2681848,1249486,337.0
2016-04-02 06:00:00,2681848,1249662,395.0
2016-08-08 16:00:00,2681848,1249682,1515.0
2015-08-27 09:00:00,2681849,1247795,120.0
2019-08-22 08:00:00,2681849,1247989,120.0
2019-07-26 00:00:00,2681849,1248148,44.0
2015-12-08 19:00:00,2681849,1249480,188.0
2012-07-07 23:00:00,2681850,1247899,87.0
2018-09-01 15:00:00,2681850,1249462,290.0
2019-12-06 19:00:00,2681850,1249478,265.0
2019-08-17 07:00:00,2681851,1247992,38.0
2020-06-07 10:00:00,2681851,1249447,153.0
2015-12-22 17:00:00,2681851,1249477,238.0
2018-07-30 12:00:00,2681851,1249484,227.0
2019-02-11 10:00:00,2681851,1249491,212.0
2012-09-28 11:00:00,2681851,1249675,1558.0
2012-09-21 09:00:00,2681852,1244734,1013.0
2018-07-04 16:00:00,2681852,1249469,287.0
2015-03-26 13:00:00,2681852,1249495,284.0
2018-07-26 06:00:00,2681852,1249495,271.0
2012-12-22 22:00:00,2681853,1247974,59.0
2016-02-14 04:00:00,2681854,1249452,138.0
2016-01-14 17:00:00,2681854,1249468,238.0
2014-02-03 13:00:00,2681855,1248145,178.0
2016-08-09 16:00:00,2681855,1249479,267.0
2017-06-10 11:00:00,2681855,1249483,343.0
2012-05-03 13:00:00,2681855,1249491,322.0
2020-11-11 00:00:00,2681856,1249482,41.0
2020-07-26 14:00:00,2681857,1248145,81.0
2014-04-30 17:00:00,2681857,1248151,207.0
2014-11-02 06:00:00,2681857,1249484,76.0
2016-01-24 04:00:00,2681857,1249485,126.0
2017-10-06 07:00:00,2681857,1249487,451.0
2014-04-07 14:00:00,2681857,1249659,1460.0
2012-09-28 09:00:00,2681858,1247975,158.0
2012-03-14 22:00:00,2681858,1249422,174.0
2015-08-18 11:00:00,2681858,1249479,317.0
2014-10-24 13:00:00,2681858,1249482,374.0
2015-09-18 09:00:00,2681858,1249484,365.0
2014-04-23 08:00:00,2681858,1249486,498.0
2016-07-18 16:00:00,2681858,1249486,242.0
2016-09-20 10:00:00,2681858,1249486,283.0
2017-04-21 13:00:00,2681858,1249486,283.0
2017-06-19 12:00:00,2681858,1249486,244.0
2013-05-21 14:00:00,2681858,1249487,364.0
2016-10-16 04:00:00,2681859,1247978,39.0
2016-06-19 01:00:00,2681859,1249486,176.0
2018-04-29 21:00:00,2681859,1249486,128.0
2019-06-17 19:00:00,2681859,1249487,189.0
2015-04-16 00:00:00,2681859,1249504,38.0
2018-12-18 07:00:00,2681860,1244723,1488.0
2015-02-27 21:00:00,2681860,1249477,199.0
2019-11-17 14:00:00,2681860,1249496,259.0
2019-04-14 21:00:00,2681860,1249501,114.0
2020-09-29 13:00:00,2681861,1247977,136.0
2012-07-14 15:00:00,2681861,1249423,307.0
2016-09-03 14:00:00,2681861,1249447,298.0
2015-10-24 21:00:00,2681861,1249497,225.0
2013-05-14 12:00:00,2681861,1249677,1258.0
2013-10-08 15:00:00,2681862,1249427,321.0
2016-08-21 15:00:00,2681862,1249475,240.0
2016-06-17 13:00:00,2681862,1249482,350.0
2015-11-24 18:00:00,2681863,1247893,163.0
2013-02-07 15:00:00,2681863,1249485,277.0
2017-05-03 18:00:00,2681863,1249485,284.0
2013-09-22 21:00:00,2681863,1249489,145.0
2019-01-21 10:00:00,2681864,1247183,764.0
2012-07-17 16:00:00,2681864,1248183,219.0
2015-08-23 15:00:00,2681864,1249472,252.0
2017-05-22 11:00:00,2681864,1249487,290.0
2017-07-17 07:00:00,2681865,1249498,463.0
2018-07-17 19:00:00,2681866,1247182,750.0
2014-09-25 23:00:00,2681866,1249506,134.0
2019-01-15 08:00:00,2681866,1249512,413.0
2019-11-28 15:00:00,2681867,1244725,481.0
2020-06-02 18:00:00,2681867,1247180,1088.0
2016-07-13 18:00:00,2681867,1249463,257.0
2020-03-13 14:00:00,2681867,1249481,334.0
2017-03-28 12:00:00,2681867,1249487,279.0
2020-08-19 14:00:00,2681867,1249510,323.0
2020-12-30 16:00:00,2681867,1249514,325.0
2015-11-26 09:00:00,2681868,1247170,825.0
2015-02-10 01:00:00,2681869,1247961,11.0
2019-02-21 11:00:00,2681869,1249487,216.0
2016-08-26 22:00:00,2681869,1249490,229.0
2018-04-17 17:00:00,2681869,1249512,326.0
2014-11-08 16:00:00,2681870,1247061,1975.0
2015-04-22 08:00:00,2681870,1247216,865.0
2016-05-21 15:00:00,2681870,1248133,135.0
2012-07-31 11:00:00,2681870,1249430,322.0
2016-07-31 17:00:00,2681870,1249469,239.0
2018-03-02 19:00:00,2681870,1249519,189.0
2020-08-01 02:00:00,2681870,1249670,320.0
2017-06-07 15:00:00,2681871,1249466,283.0
2013-06-17 14:00:00,2681871,1249480,364.0
2015-10-07 13:00:00,2681871,1249490,296.0
2018-06-29 16:00:00,2681872,1247958,167.0
2020-10-16 14:00:00,2681872,1248041,167.0
2014-05-17 22:00:00,2681872,1249475,239.0
2015-08-06 17:00:00,2681872,1249476,303.0
2018-07-06 17:00:00,2681872,1249477,305.0
2015-11-11 13:00:00,2681872,1249480,229.0
2015-10-11 20:00:00,2681872,1249495,269.0
2020-04-06 06:00:00,2681873,1247172,642.0
2018-11-12 17:00:00,2681873,1249476,205.0
2018-11-19 17:00:00,2681873,1249493,217.0
2016-01-12 19:00:00,2681873,1249524,162.0
2016-10-15 18:00:00,2681874,1249396,259.0
2016-05-13 10:00:00,2681874,1249479,324.0
2020-09-16 12:00:00,2681874,1249486,320.0
2015-11-23 11:00:00,2681874,1249490,257.0
2012-12-21 14:00:00,2681874,1249901,1257.0
2013-03-02 17:00:00,2681875,1247968,170.0
2014-07-16 19:00:00,2681875,1248049,127.0
2014-08-21 20:00:00,2681875,1249449,234.0
2020-07-20 00:00:00,2681875,1249467,43.0
2012-04-28 16:00:00,2681875,1249477,298.0
2016-03-24 16:00:00,2681875,1249482,236.0
2015-12-17 05:00:00,2681875,1249483,125.0
2018-08-22 23:00:00,2681875,1249483,80.0
2020-07-22 13:00:00,2681875,1249484,305.0
2016-02-23 20:00:00,2681875,1249487,112.0
2015-10-26 15:00:00,2681875,1249493,282.0
2018-11-10 18:00:00,2681875,1249507,220.0
2016-10-03 12:00:00,2681876,1247821,132.0
2014-09-14 04:00:00,2681876,1248064,29.0
2014-07-04 21:00:00,2681876,1248132,96.0
2012-06-06 09:00:00,2681876,1249474,450.0
2016-07-20 14:00:00,2681876,1249476,264.0
2017-10-14 13:00:00,2681876,1249477,259.0
2016-09-28 14:00:00,2681876,1249485,302.0
2016-11-28 12:00:00,2681876,1249485,280.0
2015-09-10 18:00:00,2681876,1249488,347.0
2015-11-10 12:00:00,2681876,1249490,204.0
2018-08-23 14:00:00,2681877,1247162,1001.0
2014-11-27 18:00:00,2681877,1247814,208.0
2016-08-12 05:00:00,2681877,1248115,16.0
2016-11-10 06:00:00,2681877,1249456,299.0
2017-05-03 13:00:00,2681877,1249471,322.0
2015-12-21 11:00:00,2681877,1249473,272.0
2016-11-17 11:00:00,2681877,1249473,326.0
2016-07-06 16:00:00,2681877,1249481,257.0
2016-09-13 08:00:00,2681877,1249483,415.0
2018-07-07 13:00:00,2681877,1249487,298.0
2016-04-10 17:00:00,2681877,1249488,223.0
2019-04-26 22:00:00,2681877,1249490,172.0
2012-12-18 17:00:00,2681877,1249494,402.0
2014-12-29 11:00:00,2681877,1249532,255.0
2018-07-10 11:00:00,2681877,1249902,1347.0
2018-01-01 05:00:00,2681878,1247968,71.0
2013-03-30 21:00:00,2681878,1249407,203.0
2017-06-20 17:00:00,2681878,1249474,305.0
2016-04-09 16:00:00,2681878,1249498,244.0
2017-12-22 20:00:00,2681878,1249498,195.0
2018-12-23 21:00:00,2681878,1249519,115.0
2020-11-24 22:00:00,2681878,1249523,135.0
2013-06-08 14:00:00,2681878,1249660,1382.0
2019-09-15 01:00:00,2681879,1248118,71.0
2019-07-25 08:00:00,2681879,1249465,348.0
2014-11-01 19:00:00,2681879,1249528,278.0
2015-08-25 22:00:00,2681879,1249528,136.0
2016-05-10 09:00:00,2681880,1247886,145.0
2017-06-17 16:00:00,2681880,1247895,73.0
2020-08-09 10:00:00,2681880,1247968,56.0
2020-03-08 21:00:00,2681880,1248116,61.0
2017-01-27 11:00:00,2681880,1249500,334.0
2019-02-24 16:00:00,2681880,1249677,1537.0
2012-05-12 12:00:00,2681881,1247161,885.0
2012-08-11 23:00:00,2681881,1247223,552.0
2019-02-02 11:00:00,2681881,1249466,225.0
2016-11-12 10:00:00,2681881,1249501,291.0
2016-11-12 19:00:00,2681881,1249525,214.0
2017-11-03 10:00:00,2681882,1249539,307.0
2019-03-29 16:00:00,2681883,1249497,254.0
2020-09-02 16:00:00,2681884,1247809,182.0
2015-06-24 17:00:00,2681884,1249464,363.0
2013-07-22 17:00:00,2681884,1249466,333.0
2012-09-01 20:00:00,2681884,1249471,266.0
2017-10-05 10:00:00,2681884,1249507,305.0
2015-01-01 14:00:00,2681885,1249419,129.0
2015-07-20 14:00:00,2681885,1249503,290.0
2016-06-11 14:00:00,2681885,1249506,402.0
2017-10-16 18:00:00,2681885,1249516,248.0
2017-03-19 09:00:00,2681885,1249726,307.0
2020-10-25 00:00:00,2681886,1248081,56.0
2017-10-09 12:00:00,2681886,1249505,217.0
2016-04-07 21:00:00,2681886,1249644,870.0
2014-06-26 00:00:00,2681886,1249674,850.0
2017-07-19 14:00:00,2681887,1249469,299.0
2012-11-23 15:00:00,2681887,1249504,377.0
2017-09-06 14:00:00,2681887,1249505,282.0
2020-01-20 14:00:00,2681887,1249544,93.0
2018-05-23 08:00:00,2681887,1249547,501.0
2019-08-21 08:00:00,2681888,1247886,112.0
2020-10-17 08:00:00,2681888,1249434,188.0
2015-12-21 12:00:00,2681888,1249644,1375.0
2013-11-23 20:00:00,2681888,1249666,820.0
2013-05-08 20:00:00,2681890,1247948,128.0
2020-08-22 13:00:00,2681890,1248088,121.0
2016-01-31 19:00:00,2681890,1249546,170.0
2012-02-09 17:00:00,2681890,1249642,1944.0
2016-05-30 12:00:00,2681891,1247172,816.0
2018-08-25 17:00:00,2681891,1247961,143.0
2016-03-23 15:00:00,2681891,1249642,1548.0
2015-09-02 14:00:00,2681892,1247151,907.0
2020-08-04 13:00:00,2681892,1247281,893.0
2017-01-11 18:00:00,2681892,1248099,132.0
2018-07-06 13:00:00,2681892,1248099,141.0
2020-12-04 10:00:00,2681892,1248105,144.0
2017-10-21 12:00:00,2681893,1247884,62.0
2019-11-14 13:00:00,2681893,1248115,133.0
2019-03-12 21:00:00,2681893,1249464,78.0
2012-02-06 16:00:00,2681893,1249466,326.0
2017-12-12 23:00:00,2681893,1249544,80.0
2019-07-23 12:00:00,2681893,1249673,1153.0
2018-05-31 20:00:00,2681893,1249677,426.0
2015-11-24 15:00:00,2681894,1247286,985.0
2012-01-16 08:00:00,2681894,1249445,570.0
2017-07-04 22:00:00,2681894,1249465,124.0
2018-09-08 12:00:00,2681895,1247882,98.0
2016-07-23 19:00:00,2681895,1247918,89.0
2012-01-06 21:00:00,2681895,1249463,235.0
2019-03-14 10:00:00,2681895,1249896,1101.0
2017-12-30 23:00:00,2681896,1249447,138.0
2016-05-06 13:00:00,2681896,1249462,305.0
2013-10-30 14:00:00,2681897,1249387,397.0
2016-09-15 16:00:00,2681897,1249460,317.0
2019-05-27 11:00:00,2681897,1249636,1482.0
2016-03-19 14:00:00,2681897,1249640,1373.0
2015-11-13 16:00:00,2681897,1249894,1612.0
2016-03-31 18:00:00,2681898,1247288,1065.0
2015-04-20 20:00:00,2681898,1249392,109.0
2020-07-31 17:00:00,2681899,1247179,1014.0
2014-01-08 11:00:00,2681899,1247289,677.0
2012-08-16 18:00:00,2681899,1248103,257.0
2013-02-06 15:00:00,2681899,1248103,192.0
2012-11-14 17:00:00,2681899,1248104,191.0
2015-07-16 18:00:00,2681899,1249541,306.0
2016-09-04 18:00:00,2681899,1249642,1486.0
2013-12-02 07:00:00,2681900,1248104,170.0
2015-09-26 22:00:00,2681900,1248115,86.0
2017-05-17 12:00:00,2681900,1249638,1386.0
2019-01-26 11:00:00,2681901,1247275,866.0
2018-01-31 13:00:00,2681901,1247277,929.0
2019-08-09 21:00:00,2681901,1248105,83.0
2018-07-30 17:00:00,2681901,1248117,127.0
2015-09-25 06:00:00,2681901,1249668,1368.0
2016-10-24 16:00:00,2681901,1249668,1612.0
2017-06-10 07:00:00,2681902,1248116,23.0
2020-08-27 22:00:00,2681902,1249392,231.0
2018-11-12 16:00:00,2681902,1249544,195.0
2016-08-06 07:00:00,2681902,1249666,501.0
2019-01-06 20:00:00,2681902,1249669,210.0
2015-11-08 13:00:00,2681902,1249673,365.0
2019-03-05 15:00:00,2681903,1246892,1846.0
2014-02-05 11:00:00,2681903,1249551,248.0
2018-06-02 18:00:00,2681903,1249672,493.0
2015-07-17 17:00:00,2681904,1249671,457.0
2019-08-02 07:00:00,2681904,1249672,187.0
2017-04-18 18:00:00,2681905,1249531,223.0
2019-09-12 12:00:00,2681906,1247038,1628.0
2020-08-27 19:00:00,2681906,1247278,689.0
2018-07-23 17:00:00,2681906,1247283,1102.0
2015-09-12 10:00:00,2681906,1247943,108.0
2016-03-30 08:00:00,2681906,1249536,451.0
2016-11-10 16:00:00,2681906,1249638,1612.0
2012-06-02 05:00:00,2681907,1247934,36.0
2016-11-24 16:00:00,2681907,1249670,539.0
2016-03-25 19:00:00,2681908,1247879,67.0
2018-04-19 11:00:00,2681908,1248163,155.0
2013-07-11 18:00:00,2681908,1249552,392.0
2018-07-15 16:00:00,2681908,1249666,380.0
2018-05-08 13:00:00,2681909,1247281,791.0
2017-05-06 16:00:00,2681909,1249459,296.0
2015-06-02 16:00:00,2681909,1249667,578.0
2017-04-05 07:00:00,2681910,1247239,906.0
2018-05-29 12:00:00,2681910,1247274,836.0
2019-06-28 12:00:00,2681911,1247279,785.0
2020-01-26 10:00:00,2681911,1247948,37.0
2014-10-18 22:00:00,2681911,1248096,66.0
2012-02-23 00:00:00,2681911,1249465,80.0
2013-04-16 00:00:00,2681911,1249473,64.0
2019-03-29 09:00:00,2681912,1247034,1341.0
2014-02-23 01:00:00,2681912,1249459,107.0
2020-11-06 01:00:00,2681912,1249663,46.0
2015-07-10 22:00:00,2681912,1249668,353.0
2018-04-19 23:00:00,2681913,1247126,400.0
2020-08-27 19:00:00,2681913,1247277,689.0
2015-07-13 11:00:00,2681913,1248130,179.0
2012-07-24 18:00:00,2681913,1249539,279.0
2014-08-20 16:00:00,2681913,1249545,357.0
2017-11-06 06:00:00,2681913,1249665,316.0
2018-07-02 19:00:00,2681914,1247046,1457.0
2017-11-19 21:00:00,2681914,1247125,560.0
2019-02-14 07:00:00,2681914,1248095,112.0
2020-04-29 17:00:00,2681914,1248129,179.0
2018-07-25 16:00:00,2681914,1249663,456.0
2016-04-29 09:00:00,2681915,1247272,839.0
2016-10-12 16:00:00,2681915,1247275,1040.0
2016-10-13 15:00:00,2681915,1248128,143.0
2015-09-04 19:00:00,2681915,1248129,135.0
2019-07-22 13:00:00,2681915,1248132,101.0
2018-08-26 19:00:00,2681915,1248143,99.0
2020-01-15 10:00:00,2681916,1249630,1241.0
2018-07-15 00:00:00,2681917,1247274,506.0
2020-08-07 14:00:00,2681917,1248094,127.0
2017-04-25 19:00:00,2681917,1249580,228.0
2016-06-27 21:00:00,2681919,1247114,607.0
2020-06-26 09:00:00,2681919,1247244,874.0
2017-09-02 22:00:00,2681919,1247245,790.0
2019-07-02 18:00:00,2681919,1247245,1121.0
2013-04-11 17:00:00,2681919,1247254,1187.0
2020-05-22 15:00:00,2681919,1247271,835.0
2013-11-19 17:00:00,2681919,1248134,216.0
2018-10-10 12:00:00,2681920,1247050,1384.0
2016-11-16 16:00:00,2681920,1247242,1148.0
2018-01-15 00:00:00,2681920,1249808,80.0
2015-02-01 13:00:00,2681921,1249434,252.0
2014-11-02 08:00:00,2681922,1247245,262.0
2017-07-26 08:00:00,2681922,1249592,436.0
2015-02-20 01:00:00,2681922,1249617,211.0
2018-07-07 20:00:00,2681922,1249631,955.0
2017-08-08 16:00:00,2681922,1249660,541.0
2013-04-28 23:00:00,2681923,1249444,91.0
2017-08-11 18:00:00,2681923,1249631,1452.0
2013-03-08 16:00:00,2681924,1247245,1196.0
2019-05-09 17:00:00,2681925,1247941,173.0
2016-05-08 11:00:00,2681925,1249564,190.0
2020-07-11 00:00:00,2681925,1249610,663.0
2018-03-02 08:00:00,2681926,1247019,1340.0
2017-09-30 09:00:00,2681926,1247262,665.0
2017-02-09 18:00:00,2681926,1248088,139.0
2020-05-14 07:00:00,2681926,1249585,498.0
2015-08-01 02:00:00,2681927,1249446,90.0
2016-07-27 16:00:00,2681928,1246873,995.0
2016-03-07 15:00:00,2681928,1249574,195.0
2012-05-17 21:00:00,2681929,1247108,422.0
2014-07-11 05:00:00,2681929,1247259,295.0
2018-12-11 21:00:00,2681929,1248091,77.0
2013-02-08 08:00:00,2681930,1249612,1462.0
2014-04-25 14:00:00,2681930,1249651,618.0
2015-08-13 21:00:00,2681931,1247023,1110.0
2020-07-24 16:00:00,2681931,1249623,1731.0
2018-04-14 11:00:00,2681931,1249739,419.0
2014-11-23 06:00:00,2681932,1247255,176.0
2020-08-27 16:00:00,2681932,1249623,1716.0
2016-01-20 10:00:00,2681933,1247271,798.0
2015-06-12 11:00:00,2681933,1247838,191.0
2016-04-22 13:00:00,2681933,1248158,161.0
2017-11-18 02:00:00,2681934,1247260,271.0
2018-10-02 15:00:00,2681935,1247242,968.0
2016-09-13 09:00:00,2681935,1247258,592.0
2019-03-12 19:00:00,2681936,1247037,1607.0
2013-03-08 16:00:00,2681936,1249600,1420.0
2018-02-03 14:00:00,2681936,1249900,1330.0
2015-12-14 23:00:00,2681938,1247237,293.0
2017-12-21 11:00:00,2681938,1248084,167.0
2017-05-24 15:00:00,2681938,1249454,329.0
2016-11-14 08:00:00,2681938,1249584,1935.0
2018-06-17 22:00:00,2681938,1249588,1284.0
2012-03-31 18:00:00,2681938,1249622,1257.0
2018-08-06 10:00:00,2681939,1247265,777.0
2012-11-12 18:00:00,2681939,1248072,159.0
2016-09-03 19:00:00,2681940,1246877,1195.0
2017-01-16 10:00:00,2681940,1246880,1192.0
2020-01-16 12:00:00,2681940,1247039,1472.0
2012-08-07 11:00:00,2681940,1247262,796.0
2020-12-01 10:00:00,2681940,1247843,125.0
2018-05-04 10:00:00,2681940,1248081,159.0
2016-10-12 18:00:00,2681940,1249591,1610.0
2018-03-23 14:00:00,2681941,1246978,1903.0
2016-02-04 09:00:00,2681941,1247067,1299.0
2015-07-09 12:00:00,2681941,1247082,1457.0
2014-06-19 01:00:00,2681941,1248084,23.0
2016-01-18 15:00:00,2681941,1249728,535.0
2017-04-04 14:00:00,2681943,1247042,1603.0
2017-04-19 15:00:00,2681943,1247061,1763.0
2016-07-12 22:00:00,2681943,1247263,222.0
2013-04-20 04:00:00,2681943,1247935,35.0
2020-10-29 08:00:00,2681943,1249586,1579.0
2017-10-13 08:00:00,2681944,1247081,1272.0
2018-10-15 19:00:00,2681945,1246979,1402.0
2013-09-27 21:00:00,2681946,1247261,608.0
2017-06-28 15:00:00,2681946,1249600,1470.0
2014-11-16 04:00:00,2681946,1249659,256.0
2015-11-27 08:00:00,2681946,1249664,398.0
2020-10-06 14:00:00,2681946,1249903,1194.0
2014-08-24 09:00:00,2681947,1247260,446.0
2016-11-05 13:00:00,2681947,1247261,871.0
2015-09-08 17:00:00,2681947,1249601,1665.0
2015-10-03 02:00:00,2681947,1249615,211.0
2017-03-02 07:00:00,2681947,1249636,435.0
2016-11-02 13:00:00,2681947,1249648,547.0
2017-07-03 18:00:00,2681948,1245446,35.0
2017-05-23 15:00:00,2681948,1249600,1486.0
2016-01-07 20:00:00,2681948,1249660,347.0
2015-08-25 18:00:00,2681949,1246966,2158.0
2020-02-04 18:00:00,2681949,1248079,167.0
2017-12-10 11:00:00,2681950,1247264,580.0
2015-09-12 12:00:00,2681950,1249641,520.0
2012-03-30 18:00:00,2681950,1249663,650.0
2020-07-25 23:00:00,2681950,1249666,239.0
2017-01-23 18:00:00,2681951,1249664,551.0
2014-02-01 09:00:00,2681952,1247258,648.0
2016-05-10 07:00:00,2681952,1247853,137.0
2020-10-12 07:00:00,2681953,1246854,1501.0
2020-10-02 17:00:00,2681953,1247289,670.0
2017-05-04 17:00:00,2681954,1245458,62.0
2020-09-22 08:00:00,2681954,1245467,38.0
2019-11-19 07:00:00,2681954,1246851,1356.0
2014-08-21 15:00:00,2681955,1246904,1114.0
2018-12-14 16:00:00,2681955,1247848,186.0
2016-09-21 23:00:00,2681956,1247920,44.0
2013-09-07 12:00:00,2681956,1248068,161.0
2013-03-07 17:00:00,2681956,1249611,1444.0
2012-04-29 03:00:00,2681956,1249613,210.0
2012-05-09 01:00:00,2681956,1249613,138.0
2017-03-25 07:00:00,2681956,1249674,235.0
2020-02-10 13:00:00,2681956,1249936,1240.0
2019-06-18 18:00:00,2681957,1245454,79.0
2018-08-23 09:00:00,2681957,1246874,1341.0
2016-02-10 08:00:00,2681957,1246964,1388.0
2014-02-26 20:00:00,2681957,1246970,1351.0
2012-09-01 01:00:00,2681957,1249613,283.0
2018-06-08 16:00:00,2681957,1249676,464.0
2020-08-06 14:00:00,2681957,1249939,1082.0
2016-04-23 13:00:00,2681958,1245465,74.0
2013-11-21 12:00:00,2681958,1247253,721.0
2019-03-23 19:00:00,2681958,1249629,394.0
2020-09-07 14:00:00,2681958,1249789,403.0
2013-04-25 16:00:00,2681959,1245416,83.0
2016-03-22 17:00:00,2681959,1247279,622.0
2012-05-06 02:00:00,2681959,1249613,270.0
2016-08-12 14:00:00,2681960,1246874,1104.0
2013-07-10 13:00:00,2681960,1249936,1197.0
2013-03-19 12:00:00,2681961,1246870,1245.0
2018-01-20 23:00:00,2681961,1246952,1166.0
2019-11-12 13:00:00,2681961,1247260,899.0
2014-07-26 14:00:00,2681961,1249668,441.0
2019-06-20 18:00:00,2681962,1245416,61.0
2019-11-11 10:00:00,2681962,1245420,50.0
2016-08-13 21:00:00,2681962,1247246,439.0
2017-07-22 15:00:00,2681962,1247253,850.0
2020-04-07 16:00:00,2681962,1247259,991.0
2017-10-01 01:00:00,2681962,1247925,49.0
2020-07-18 23:00:00,2681962,1249450,186.0
2016-12-26 13:00:00,2681963,1247242,736.0
2020-03-09 08:00:00,2681963,1249662,345.0
2019-08-01 05:00:00,2681964,1245477,4.0
2018-01-22 09:00:00,2681964,1246884,1324.0
2019-11-14 10:00:00,2681964,1247245,874.0
2020-10-31 19:00:00,2681964,1247913,91.0
2018-09-02 17:00:00,2681964,1249628,528.0
2012-05-30 08:00:00,2681965,1246879,1660.0
2018-04-11 10:00:00,2681965,1246884,1282.0
2019-04-30 14:00:00,2681965,1247272,664.0
2016-07-10 08:00:00,2681965,1247936,19.0
2016-08-23 18:00:00,2681966,1245402,43.0
2017-07-29 11:00:00,2681966,1247905,59.0
2016-08-04 17:00:00,2681966,1249609,1586.0
2019-06-07 19:00:00,2681966,1249610,1231.0
2015-01-31 01:00:00,2681966,1249629,260.0
2020-08-28 16:00:00,2681966,1249630,439.0
2020-06-03 22:00:00,2681966,1249631,187.0
2013-05-21 14:00:00,2681967,1247257,887.0
2017-11-04 10:00:00,2681967,1247922,75.0
2017-03-10 23:00:00,2681967,1249636,397.0
2014-12-10 19:00:00,2681968,1246931,984.0
2017-09-15 17:00:00,2681968,1247261,1179.0
2019-12-02 18:00:00,2681968,1249652,472.0
2018-10-05 14:00:00,2681969,1246892,1075.0
2020-01-20 17:00:00,2681969,1246928,1069.0
2017-11-29 08:00:00,2681969,1246929,1510.0
2017-11-26 15:00:00,2681969,1247264,932.0
2019-07-20 10:00:00,2681969,1247909,103.0
2015-05-26 13:00:00,2681969,1249636,517.0
2019-06-22 07:00:00,2681969,1249636,144.0
2016-08-23 14:00:00,2681969,1249657,550.0
2018-12-21 15:00:00,2681969,1249698,431.0
2014-03-24 09:00:00,2681970,1245415,80.0
2014-08-17 16:00:00,2681970,1247102,692.0
2015-04-14 17:00:00,2681971,1245385,46.0
2015-10-23 12:00:00,2681971,1247051,1663.0
2015-05-16 13:00:00,2681971,1247918,116.0
2015-06-23 16:00:00,2681971,1249432,374.0
2016-08-31 08:00:00,2681971,1249696,379.0
2018-10-24 13:00:00,2681972,1246894,1241.0
2020-11-11 20:00:00,2681972,1247919,78.0
2017-08-18 08:00:00,2681972,1249664,434.0
2013-06-29 17:00:00,2681972,1250059,1232.0
2017-02-16 13:00:00,2681973,1249671,553.0
2016-05-13 12:00:00,2681973,1249673,527.0
2017-02-05 13:00:00,2681973,1250008,1051.0
2015-02-19 18:00:00,2681974,1245404,35.0
2018-09-18 09:00:00,2681974,1246930,1327.0
2020-05-22 11:00:00,2681974,1246933,1211.0
2016-05-20 05:00:00,2681974,1249447,114.0
2014-03-27 10:00:00,2681974,1249677,560.0
2017-08-25 08:00:00,2681974,1249696,447.0
